variable,item,region,year,unit,value,datasrc
Total Energy Consumption,Bbtu,ID,2015,Billion Btu,47,SEDS.ELNIB.ID.A
Total Energy Consumption,Bbtu,ID,2016,Billion Btu,37,SEDS.ELNIB.ID.A
Total Energy Consumption,Bbtu,ID,2017,Billion Btu,52,SEDS.ELNIB.ID.A
Total Energy Consumption,Bbtu,ID,2018,Billion Btu,79,SEDS.ELNIB.ID.A
Total Energy Consumption,Bbtu,ID,2019,Billion Btu,0,SEDS.ELNIB.ID.A
Total Energy Consumption,Bbtu,IL,1960,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1961,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1962,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1963,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1964,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1965,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1966,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1967,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1968,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1969,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1970,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1971,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1972,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1973,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1974,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1975,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1976,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1977,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1978,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1979,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1980,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1981,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1982,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1983,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1984,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1985,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1986,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1987,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1988,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1989,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1990,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1991,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1992,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1993,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1994,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1995,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1996,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1997,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1998,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,1999,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2000,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2001,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2002,Billion Btu,-427,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2003,Billion Btu,-547,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2004,Billion Btu,-55,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2005,Billion Btu,-61,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2006,Billion Btu,-1,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2007,Billion Btu,205,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2008,Billion Btu,145,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2009,Billion Btu,27,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2010,Billion Btu,2,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2011,Billion Btu,1,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2012,Billion Btu,19,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2013,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2014,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2015,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2016,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2017,Billion Btu,7,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2018,Billion Btu,81,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IL,2019,Billion Btu,0,SEDS.ELNIB.IL.A
Total Energy Consumption,Bbtu,IN,1960,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1961,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1962,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1963,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1964,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1965,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1966,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1967,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1968,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1969,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1970,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1971,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1972,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1973,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1974,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1975,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1976,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1977,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1978,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1979,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1980,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1981,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1982,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1983,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1984,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1985,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1986,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1987,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1988,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1989,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1990,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1991,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1992,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1993,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1994,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1995,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1996,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1997,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1998,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,1999,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2000,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2001,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2002,Billion Btu,-3,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2003,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2004,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2005,Billion Btu,37,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2006,Billion Btu,104,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2007,Billion Btu,-77,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2008,Billion Btu,-282,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2009,Billion Btu,-106,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2010,Billion Btu,5,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2011,Billion Btu,-13,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2012,Billion Btu,56,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2013,Billion Btu,207,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2014,Billion Btu,152,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2015,Billion Btu,401,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2016,Billion Btu,47,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2017,Billion Btu,44,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2018,Billion Btu,249,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,IN,2019,Billion Btu,0,SEDS.ELNIB.IN.A
Total Energy Consumption,Bbtu,KS,1960,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1961,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1962,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1963,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1964,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1965,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1966,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1967,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1968,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1969,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1970,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1971,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1972,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1973,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1974,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1975,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1976,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1977,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1978,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1979,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1980,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1981,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1982,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1983,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1984,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1985,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1986,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1987,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1988,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1989,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1990,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1991,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1992,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1993,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1994,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1995,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1996,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1997,Billion Btu,1,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1998,Billion Btu,13,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,1999,Billion Btu,-23,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2000,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2001,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2002,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2003,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2004,Billion Btu,-1,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2005,Billion Btu,-1,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2006,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2007,Billion Btu,1,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2008,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2009,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2010,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2011,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2012,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2013,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2014,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2015,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2016,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2017,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2018,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KS,2019,Billion Btu,0,SEDS.ELNIB.KS.A
Total Energy Consumption,Bbtu,KY,1960,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1961,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1962,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1963,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1964,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1965,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1966,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1967,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1968,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1969,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1970,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1971,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1972,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1973,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1974,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1975,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1976,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1977,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1978,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1979,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1980,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1981,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1982,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1983,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1984,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1985,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1986,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1987,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1988,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1989,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1990,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1991,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1992,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1993,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1994,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1995,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1996,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1997,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1998,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,1999,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2000,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2001,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2002,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2003,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2004,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2005,Billion Btu,-1,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2006,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2007,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2008,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2009,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2010,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2011,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2012,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2013,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2014,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2015,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2016,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2017,Billion Btu,7,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2018,Billion Btu,20,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,KY,2019,Billion Btu,0,SEDS.ELNIB.KY.A
Total Energy Consumption,Bbtu,LA,1960,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1961,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1962,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1963,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1964,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1965,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1966,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1967,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1968,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1969,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1970,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1971,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1972,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1973,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1974,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1975,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1976,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1977,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1978,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1979,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1980,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1981,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1982,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1983,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1984,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1985,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1986,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1987,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1988,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1989,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1990,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1991,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1992,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1993,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1994,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1995,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1996,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1997,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1998,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,1999,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2000,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2001,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2002,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2003,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2004,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2005,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2006,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2007,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2008,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2009,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2010,Billion Btu,0,SEDS.ELNIB.LA.A
Total Energy Consumption,Bbtu,LA,2011,Billion Btu,0,SEDS.ELNIB.LA.A
