variable,item,region,year,unit,value,datasrc
Total Energy Consumption,Bbtu,IA,1986,Billion Btu,901984,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1987,Billion Btu,906929,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1988,Billion Btu,978710,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1989,Billion Btu,940800,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1990,Billion Btu,949263,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1991,Billion Btu,985355,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1992,Billion Btu,976971,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1993,Billion Btu,1039917,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1994,Billion Btu,1071231,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1995,Billion Btu,1109452,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1996,Billion Btu,1152715,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1997,Billion Btu,1139792,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1998,Billion Btu,1148872,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,1999,Billion Btu,1199639,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2000,Billion Btu,1196131,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2001,Billion Btu,1167631,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2002,Billion Btu,1197176,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2003,Billion Btu,1192800,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2004,Billion Btu,1247169,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2005,Billion Btu,1278342,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2006,Billion Btu,1303065,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2007,Billion Btu,1378607,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2008,Billion Btu,1441784,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2009,Billion Btu,1448521,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2010,Billion Btu,1498072,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2011,Billion Btu,1507155,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2012,Billion Btu,1439121,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2013,Billion Btu,1520813,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2014,Billion Btu,1537981,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2015,Billion Btu,1503633,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2016,Billion Btu,1529338,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2017,Billion Btu,1565449,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2018,Billion Btu,1625049,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,IA,2019,Billion Btu,1634222,SEDS.TETCB.IA.A
Total Energy Consumption,Bbtu,ID,1960,Billion Btu,190661,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1961,Billion Btu,202853,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1962,Billion Btu,211160,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1963,Billion Btu,213298,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1964,Billion Btu,230412,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1965,Billion Btu,234742,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1966,Billion Btu,245066,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1967,Billion Btu,266750,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1968,Billion Btu,287248,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1969,Billion Btu,286782,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1970,Billion Btu,296399,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1971,Billion Btu,311605,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1972,Billion Btu,334033,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1973,Billion Btu,337008,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1974,Billion Btu,347813,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1975,Billion Btu,358858,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1976,Billion Btu,362198,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1977,Billion Btu,366421,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1978,Billion Btu,369908,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1979,Billion Btu,384011,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1980,Billion Btu,347655,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1981,Billion Btu,361884,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1982,Billion Btu,350310,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1983,Billion Btu,345649,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1984,Billion Btu,346809,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1985,Billion Btu,354814,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1986,Billion Btu,342134,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1987,Billion Btu,345498,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1988,Billion Btu,365706,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1989,Billion Btu,399732,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1990,Billion Btu,409001,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1991,Billion Btu,417097,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1992,Billion Btu,422133,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1993,Billion Btu,437169,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1994,Billion Btu,452508,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1995,Billion Btu,466129,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1996,Billion Btu,501272,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1997,Billion Btu,504020,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1998,Billion Btu,507513,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,1999,Billion Btu,533204,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2000,Billion Btu,544380,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2001,Billion Btu,503420,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2002,Billion Btu,498672,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2003,Billion Btu,471950,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2004,Billion Btu,503534,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2005,Billion Btu,514313,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2006,Billion Btu,526508,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2007,Billion Btu,541391,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2008,Billion Btu,537298,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2009,Billion Btu,502530,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2010,Billion Btu,523119,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2011,Billion Btu,521106,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2012,Billion Btu,514005,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2013,Billion Btu,530412,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2014,Billion Btu,524951,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2015,Billion Btu,540162,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2016,Billion Btu,540039,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2017,Billion Btu,556984,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2018,Billion Btu,556316,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,ID,2019,Billion Btu,565727,SEDS.TETCB.ID.A
Total Energy Consumption,Bbtu,IL,1960,Billion Btu,2523973,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1961,Billion Btu,2558990,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1962,Billion Btu,2656186,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1963,Billion Btu,2719427,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1964,Billion Btu,2849301,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1965,Billion Btu,3026466,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1966,Billion Btu,3185513,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1967,Billion Btu,3315076,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1968,Billion Btu,3450826,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1969,Billion Btu,3634712,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1970,Billion Btu,3696737,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1971,Billion Btu,3722756,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1972,Billion Btu,3929667,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1973,Billion Btu,4019481,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1974,Billion Btu,3956458,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1975,Billion Btu,3860591,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1976,Billion Btu,4019369,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1977,Billion Btu,4099481,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1978,Billion Btu,4199421,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1979,Billion Btu,4049381,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1980,Billion Btu,3768260,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1981,Billion Btu,3547208,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1982,Billion Btu,3394044,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1983,Billion Btu,3472747,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1984,Billion Btu,3502000,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1985,Billion Btu,3434273,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1986,Billion Btu,3416921,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1987,Billion Btu,3472023,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1988,Billion Btu,3702319,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1989,Billion Btu,3619229,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1990,Billion Btu,3612494,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1991,Billion Btu,3678496,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1992,Billion Btu,3650581,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1993,Billion Btu,3753510,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1994,Billion Btu,3773746,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1995,Billion Btu,3886599,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1996,Billion Btu,3970151,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1997,Billion Btu,3944363,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1998,Billion Btu,3856606,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,1999,Billion Btu,4024011,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2000,Billion Btu,4029159,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2001,Billion Btu,3905501,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2002,Billion Btu,3920039,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2003,Billion Btu,3945574,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2004,Billion Btu,3993440,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2005,Billion Btu,4140656,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2006,Billion Btu,3991822,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2007,Billion Btu,4081334,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2008,Billion Btu,4083961,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2009,Billion Btu,3859234,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2010,Billion Btu,3981178,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2011,Billion Btu,3965354,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2012,Billion Btu,3841685,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2013,Billion Btu,4006850,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2014,Billion Btu,4084335,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2015,Billion Btu,3918554,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2016,Billion Btu,3923363,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2017,Billion Btu,3887757,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2018,Billion Btu,4014621,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IL,2019,Billion Btu,3946604,SEDS.TETCB.IL.A
Total Energy Consumption,Bbtu,IN,1960,Billion Btu,1530437,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1961,Billion Btu,1551091,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1962,Billion Btu,1580987,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1963,Billion Btu,1635028,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1964,Billion Btu,1714801,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1965,Billion Btu,1798393,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1966,Billion Btu,1919366,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1967,Billion Btu,1952042,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1968,Billion Btu,2043409,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1969,Billion Btu,2157093,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1970,Billion Btu,2219775,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1971,Billion Btu,2236217,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1972,Billion Btu,2435885,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1973,Billion Btu,2474472,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1974,Billion Btu,2432022,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1975,Billion Btu,2377767,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1976,Billion Btu,2410240,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1977,Billion Btu,2485596,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1978,Billion Btu,2535537,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1979,Billion Btu,2585762,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1980,Billion Btu,2400197,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1981,Billion Btu,2359274,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1982,Billion Btu,2177454,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1983,Billion Btu,2197757,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1984,Billion Btu,2271002,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1985,Billion Btu,2301292,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1986,Billion Btu,2262531,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1987,Billion Btu,2380691,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1988,Billion Btu,2484357,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1989,Billion Btu,2517053,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1990,Billion Btu,2488999,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1991,Billion Btu,2471077,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1992,Billion Btu,2459877,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1993,Billion Btu,2569179,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1994,Billion Btu,2555521,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1995,Billion Btu,2621213,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1996,Billion Btu,2702821,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1997,Billion Btu,2683207,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1998,Billion Btu,2672890,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,1999,Billion Btu,2783212,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2000,Billion Btu,2867279,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2001,Billion Btu,2770456,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2002,Billion Btu,2856081,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2003,Billion Btu,2937199,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2004,Billion Btu,2930253,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2005,Billion Btu,2924177,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2006,Billion Btu,2859709,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2007,Billion Btu,2958525,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2008,Billion Btu,2917143,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2009,Billion Btu,2712923,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2010,Billion Btu,2852081,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2011,Billion Btu,2823771,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2012,Billion Btu,2740919,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2013,Billion Btu,2870466,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2014,Billion Btu,2909853,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2015,Billion Btu,2825455,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2016,Billion Btu,2775523,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2017,Billion Btu,2672591,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2018,Billion Btu,2803713,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,IN,2019,Billion Btu,2776470,SEDS.TETCB.IN.A
Total Energy Consumption,Bbtu,KS,1960,Billion Btu,631316,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1961,Billion Btu,618147,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1962,Billion Btu,639460,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1963,Billion Btu,641033,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1964,Billion Btu,657075,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1965,Billion Btu,723629,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1966,Billion Btu,763521,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1967,Billion Btu,722888,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1968,Billion Btu,793842,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1969,Billion Btu,839336,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1970,Billion Btu,874267,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1971,Billion Btu,908254,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1972,Billion Btu,961171,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1973,Billion Btu,966322,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1974,Billion Btu,959652,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1975,Billion Btu,924911,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1976,Billion Btu,972467,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1977,Billion Btu,981082,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1978,Billion Btu,1037084,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1979,Billion Btu,1132093,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1980,Billion Btu,1022129,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1981,Billion Btu,947309,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1982,Billion Btu,944960,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1983,Billion Btu,917190,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1984,Billion Btu,1016638,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1985,Billion Btu,1011726,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1986,Billion Btu,974201,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1987,Billion Btu,1015692,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1988,Billion Btu,1069693,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1989,Billion Btu,1042967,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1990,Billion Btu,1074411,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1991,Billion Btu,1070458,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1992,Billion Btu,1057384,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1993,Billion Btu,1085841,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1994,Billion Btu,1111842,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1995,Billion Btu,1078398,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1996,Billion Btu,1109687,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1997,Billion Btu,1101174,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1998,Billion Btu,1088848,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,1999,Billion Btu,1108311,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2000,Billion Btu,1116109,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2001,Billion Btu,1063914,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2002,Billion Btu,1099484,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2003,Billion Btu,1140145,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2004,Billion Btu,1121296,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2005,Billion Btu,1067023,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2006,Billion Btu,1095718,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2007,Billion Btu,1157469,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2008,Billion Btu,1119535,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2009,Billion Btu,1088231,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2010,Billion Btu,1109761,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2011,Billion Btu,1097062,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2012,Billion Btu,1067837,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2013,Billion Btu,1096103,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2014,Billion Btu,1133044,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2015,Billion Btu,1101177,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2016,Billion Btu,1092123,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2017,Billion Btu,1074878,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2018,Billion Btu,1135190,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KS,2019,Billion Btu,1125218,SEDS.TETCB.KS.A
Total Energy Consumption,Bbtu,KY,1960,Billion Btu,823236,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1961,Billion Btu,818917,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1962,Billion Btu,836442,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1963,Billion Btu,888319,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1964,Billion Btu,890219,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1965,Billion Btu,899590,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1966,Billion Btu,905831,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1967,Billion Btu,953994,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1968,Billion Btu,1014155,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1969,Billion Btu,1073330,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1970,Billion Btu,1104720,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1971,Billion Btu,1117666,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1972,Billion Btu,1203074,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1973,Billion Btu,1236974,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1974,Billion Btu,1228332,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1975,Billion Btu,1278425,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1976,Billion Btu,1400423,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1977,Billion Btu,1414018,SEDS.TETCB.KY.A
Total Energy Consumption,Bbtu,KY,1978,Billion Btu,1400112,SEDS.TETCB.KY.A
