variable,item,region,year,unit,value,datasrc
Total Energy Consumption,Bbtu,MT,1992,Billion Btu,349443,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,1993,Billion Btu,367830,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,1994,Billion Btu,371882,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,1995,Billion Btu,391902,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,1996,Billion Btu,397805,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,1997,Billion Btu,367605,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,1998,Billion Btu,391347,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,1999,Billion Btu,395931,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2000,Billion Btu,410631,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2001,Billion Btu,357848,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2002,Billion Btu,381613,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2003,Billion Btu,379721,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2004,Billion Btu,401702,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2005,Billion Btu,422087,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2006,Billion Btu,441656,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2007,Billion Btu,469914,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2008,Billion Btu,456670,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2009,Billion Btu,427247,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2010,Billion Btu,405111,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2011,Billion Btu,404248,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2012,Billion Btu,397124,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2013,Billion Btu,406560,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2014,Billion Btu,405270,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2015,Billion Btu,403637,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2016,Billion Btu,406436,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2017,Billion Btu,422843,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2018,Billion Btu,436290,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,MT,2019,Billion Btu,445819,SEDS.TETCB.MT.A
Total Energy Consumption,Bbtu,NC,1960,Billion Btu,826470,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1961,Billion Btu,858960,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1962,Billion Btu,902745,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1963,Billion Btu,930073,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1964,Billion Btu,967053,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1965,Billion Btu,1000435,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1966,Billion Btu,1089558,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1967,Billion Btu,1137963,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1968,Billion Btu,1211104,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1969,Billion Btu,1281029,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1970,Billion Btu,1342676,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1971,Billion Btu,1403918,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1972,Billion Btu,1480269,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1973,Billion Btu,1551096,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1974,Billion Btu,1501847,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1975,Billion Btu,1458782,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1976,Billion Btu,1558503,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1977,Billion Btu,1633866,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1978,Billion Btu,1665364,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1979,Billion Btu,1730521,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1980,Billion Btu,1667382,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1981,Billion Btu,1629516,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1982,Billion Btu,1592073,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1983,Billion Btu,1668995,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1984,Billion Btu,1800225,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1985,Billion Btu,1797051,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1986,Billion Btu,1879993,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1987,Billion Btu,1966269,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1988,Billion Btu,2044646,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1989,Billion Btu,2064537,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1990,Billion Btu,2064098,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1991,Billion Btu,2053070,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1992,Billion Btu,2146014,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1993,Billion Btu,2234705,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1994,Billion Btu,2242614,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1995,Billion Btu,2361657,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1996,Billion Btu,2449409,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1997,Billion Btu,2428449,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1998,Billion Btu,2474626,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,1999,Billion Btu,2494294,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2000,Billion Btu,2612315,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2001,Billion Btu,2551460,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2002,Billion Btu,2575450,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2003,Billion Btu,2594352,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2004,Billion Btu,2668617,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2005,Billion Btu,2702237,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2006,Billion Btu,2650024,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2007,Billion Btu,2686309,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2008,Billion Btu,2698574,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2009,Billion Btu,2557016,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2010,Billion Btu,2756613,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2011,Billion Btu,2630446,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2012,Billion Btu,2539522,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2013,Billion Btu,2558289,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2014,Billion Btu,2603061,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2015,Billion Btu,2595881,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2016,Billion Btu,2619540,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2017,Billion Btu,2575013,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2018,Billion Btu,2684887,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,NC,2019,Billion Btu,2656151,SEDS.TETCB.NC.A
Total Energy Consumption,Bbtu,ND,1960,Billion Btu,159415,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1961,Billion Btu,154763,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1962,Billion Btu,164872,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1963,Billion Btu,170619,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1964,Billion Btu,172006,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1965,Billion Btu,169405,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1966,Billion Btu,180786,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1967,Billion Btu,185106,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1968,Billion Btu,191968,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1969,Billion Btu,192560,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1970,Billion Btu,191117,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1971,Billion Btu,195302,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1972,Billion Btu,203742,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1973,Billion Btu,202197,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1974,Billion Btu,204358,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1975,Billion Btu,206515,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1976,Billion Btu,210442,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1977,Billion Btu,210359,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1978,Billion Btu,230012,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1979,Billion Btu,237989,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1980,Billion Btu,222373,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1981,Billion Btu,236161,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1982,Billion Btu,234682,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1983,Billion Btu,230477,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1984,Billion Btu,259557,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1985,Billion Btu,300438,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1986,Billion Btu,303900,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1987,Billion Btu,302940,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1988,Billion Btu,306556,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1989,Billion Btu,319110,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1990,Billion Btu,312939,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1991,Billion Btu,322894,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1992,Billion Btu,329126,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1993,Billion Btu,332142,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1994,Billion Btu,342000,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1995,Billion Btu,350175,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1996,Billion Btu,353238,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1997,Billion Btu,359732,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1998,Billion Btu,347752,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,1999,Billion Btu,375585,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2000,Billion Btu,381565,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2001,Billion Btu,407370,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2002,Billion Btu,401218,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2003,Billion Btu,400838,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2004,Billion Btu,404459,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2005,Billion Btu,409142,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2006,Billion Btu,416023,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2007,Billion Btu,437978,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2008,Billion Btu,444397,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2009,Billion Btu,435055,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2010,Billion Btu,473679,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2011,Billion Btu,525235,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2012,Billion Btu,549046,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2013,Billion Btu,591359,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2014,Billion Btu,640232,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2015,Billion Btu,607831,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2016,Billion Btu,582874,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2017,Billion Btu,632726,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2018,Billion Btu,661718,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,ND,2019,Billion Btu,669251,SEDS.TETCB.ND.A
Total Energy Consumption,Bbtu,NE,1960,Billion Btu,307836,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1961,Billion Btu,314944,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1962,Billion Btu,327421,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1963,Billion Btu,334977,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1964,Billion Btu,347076,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1965,Billion Btu,348616,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1966,Billion Btu,389146,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1967,Billion Btu,385223,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1968,Billion Btu,422750,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1969,Billion Btu,455912,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1970,Billion Btu,487481,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1971,Billion Btu,496173,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1972,Billion Btu,509525,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1973,Billion Btu,522129,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1974,Billion Btu,518540,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1975,Billion Btu,525658,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1976,Billion Btu,554831,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1977,Billion Btu,556876,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1978,Billion Btu,556658,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1979,Billion Btu,545126,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1980,Billion Btu,507068,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1981,Billion Btu,477613,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1982,Billion Btu,492029,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1983,Billion Btu,502801,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1984,Billion Btu,506451,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1985,Billion Btu,499912,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1986,Billion Btu,482525,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1987,Billion Btu,495732,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1988,Billion Btu,535116,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1989,Billion Btu,533925,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1990,Billion Btu,533802,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1991,Billion Btu,542836,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1992,Billion Btu,531594,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1993,Billion Btu,560302,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1994,Billion Btu,585367,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1995,Billion Btu,613636,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1996,Billion Btu,644490,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1997,Billion Btu,658015,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1998,Billion Btu,674687,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,1999,Billion Btu,664584,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2000,Billion Btu,667989,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2001,Billion Btu,664390,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2002,Billion Btu,675942,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2003,Billion Btu,685709,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2004,Billion Btu,697628,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2005,Billion Btu,704826,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2006,Billion Btu,721474,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2007,Billion Btu,757842,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2008,Billion Btu,796063,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2009,Billion Btu,778869,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2010,Billion Btu,867561,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2011,Billion Btu,863018,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2012,Billion Btu,852536,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2013,Billion Btu,871337,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2014,Billion Btu,877045,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2015,Billion Btu,856026,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2016,Billion Btu,867659,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2017,Billion Btu,869927,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2018,Billion Btu,905010,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NE,2019,Billion Btu,902401,SEDS.TETCB.NE.A
Total Energy Consumption,Bbtu,NH,1960,Billion Btu,112158,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1961,Billion Btu,119931,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1962,Billion Btu,128225,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1963,Billion Btu,133691,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1964,Billion Btu,133091,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1965,Billion Btu,131247,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1966,Billion Btu,144764,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1967,Billion Btu,149526,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1968,Billion Btu,159459,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1969,Billion Btu,176217,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1970,Billion Btu,186601,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1971,Billion Btu,201058,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1972,Billion Btu,212305,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1973,Billion Btu,216617,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1974,Billion Btu,206500,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1975,Billion Btu,201882,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1976,Billion Btu,226976,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1977,Billion Btu,230352,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1978,Billion Btu,233236,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1979,Billion Btu,210760,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1980,Billion Btu,208260,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1981,Billion Btu,200294,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1982,Billion Btu,201336,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1983,Billion Btu,204533,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1984,Billion Btu,224289,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1985,Billion Btu,233475,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1986,Billion Btu,252309,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1987,Billion Btu,273261,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1988,Billion Btu,273541,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1989,Billion Btu,272775,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1990,Billion Btu,267260,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1991,Billion Btu,253893,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1992,Billion Btu,261635,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1993,Billion Btu,261384,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1994,Billion Btu,264573,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1995,Billion Btu,267526,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1996,Billion Btu,279664,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1997,Billion Btu,279217,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1998,Billion Btu,282000,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,1999,Billion Btu,292260,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2000,Billion Btu,309761,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2001,Billion Btu,306523,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2002,Billion Btu,316339,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2003,Billion Btu,325619,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2004,Billion Btu,332093,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2005,Billion Btu,326092,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2006,Billion Btu,307906,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2007,Billion Btu,309086,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2008,Billion Btu,301470,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2009,Billion Btu,297987,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2010,Billion Btu,299070,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2011,Billion Btu,296996,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2012,Billion Btu,287924,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2013,Billion Btu,306191,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2014,Billion Btu,314335,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2015,Billion Btu,316646,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2016,Billion Btu,307284,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2017,Billion Btu,317801,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2018,Billion Btu,325619,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NH,2019,Billion Btu,319625,SEDS.TETCB.NH.A
Total Energy Consumption,Bbtu,NJ,1960,Billion Btu,1301938,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1961,Billion Btu,1361749,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1962,Billion Btu,1460847,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1963,Billion Btu,1501224,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1964,Billion Btu,1538414,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1965,Billion Btu,1569751,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1966,Billion Btu,1667786,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1967,Billion Btu,1768292,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1968,Billion Btu,1841016,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1969,Billion Btu,1896202,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1970,Billion Btu,1977939,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1971,Billion Btu,1970817,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1972,Billion Btu,2079998,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1973,Billion Btu,2122047,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1974,Billion Btu,1981582,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1975,Billion Btu,1883779,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1976,Billion Btu,2070578,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1977,Billion Btu,2005608,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1978,Billion Btu,2020375,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1979,Billion Btu,2032650,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1980,Billion Btu,2042226,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1981,Billion Btu,2026137,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1982,Billion Btu,2064991,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1983,Billion Btu,2087571,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1984,Billion Btu,2184942,SEDS.TETCB.NJ.A
Total Energy Consumption,Bbtu,NJ,1985,Billion Btu,2137379,SEDS.TETCB.NJ.A
