variable,item,region,year,unit,value,datasrc
Total Energy Consumption,Bbtu,ID,2017,Billion Btu,161069,SEDS.TEACB.ID.A
Total Energy Consumption,Bbtu,ID,2018,Billion Btu,163532,SEDS.TEACB.ID.A
Total Energy Consumption,Bbtu,ID,2019,Billion Btu,168991,SEDS.TEACB.ID.A
Total Energy Consumption,Bbtu,IL,1960,Billion Btu,504426,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1961,Billion Btu,508786,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1962,Billion Btu,520939,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1963,Billion Btu,555651,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1964,Billion Btu,568926,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1965,Billion Btu,597583,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1966,Billion Btu,630804,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1967,Billion Btu,677664,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1968,Billion Btu,730200,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1969,Billion Btu,758771,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1970,Billion Btu,790952,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1971,Billion Btu,810200,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1972,Billion Btu,884876,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1973,Billion Btu,923453,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1974,Billion Btu,881589,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1975,Billion Btu,883956,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1976,Billion Btu,919702,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1977,Billion Btu,945704,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1978,Billion Btu,976087,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1979,Billion Btu,930049,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1980,Billion Btu,821458,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1981,Billion Btu,784427,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1982,Billion Btu,767689,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1983,Billion Btu,787729,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1984,Billion Btu,707471,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1985,Billion Btu,733119,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1986,Billion Btu,725802,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1987,Billion Btu,735374,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1988,Billion Btu,787563,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1989,Billion Btu,802325,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1990,Billion Btu,788227,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1991,Billion Btu,759400,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1992,Billion Btu,773491,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1993,Billion Btu,801109,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1994,Billion Btu,781820,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1995,Billion Btu,799894,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1996,Billion Btu,824322,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1997,Billion Btu,833959,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1998,Billion Btu,851814,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,1999,Billion Btu,939315,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2000,Billion Btu,967818,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2001,Billion Btu,938602,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2002,Billion Btu,907505,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2003,Billion Btu,953375,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2004,Billion Btu,1004947,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2005,Billion Btu,1109668,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2006,Billion Btu,1058254,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2007,Billion Btu,1060569,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2008,Billion Btu,1013271,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2009,Billion Btu,983720,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2010,Billion Btu,981575,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2011,Billion Btu,972152,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2012,Billion Btu,940594,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2013,Billion Btu,959353,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2014,Billion Btu,985344,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2015,Billion Btu,1021259,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2016,Billion Btu,1019739,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2017,Billion Btu,1024251,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2018,Billion Btu,1025931,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IL,2019,Billion Btu,996426,SEDS.TEACB.IL.A
Total Energy Consumption,Bbtu,IN,1960,Billion Btu,265284,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1961,Billion Btu,262745,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1962,Billion Btu,277217,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1963,Billion Btu,284318,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1964,Billion Btu,289382,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1965,Billion Btu,300042,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1966,Billion Btu,316147,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1967,Billion Btu,326392,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1968,Billion Btu,342193,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1969,Billion Btu,359239,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1970,Billion Btu,377796,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1971,Billion Btu,391294,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1972,Billion Btu,424550,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1973,Billion Btu,441971,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1974,Billion Btu,430689,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1975,Billion Btu,429976,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1976,Billion Btu,445748,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1977,Billion Btu,453325,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1978,Billion Btu,463957,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1979,Billion Btu,470907,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1980,Billion Btu,441657,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1981,Billion Btu,446984,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1982,Billion Btu,432620,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1983,Billion Btu,439574,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1984,Billion Btu,513196,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1985,Billion Btu,520787,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1986,Billion Btu,552469,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1987,Billion Btu,578042,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1988,Billion Btu,562368,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1989,Billion Btu,577378,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1990,Billion Btu,581671,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1991,Billion Btu,567839,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1992,Billion Btu,558794,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1993,Billion Btu,580696,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1994,Billion Btu,603534,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1995,Billion Btu,621793,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1996,Billion Btu,607597,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1997,Billion Btu,608935,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1998,Billion Btu,613596,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,1999,Billion Btu,629856,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2000,Billion Btu,658504,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2001,Billion Btu,603613,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2002,Billion Btu,648275,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2003,Billion Btu,671909,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2004,Billion Btu,639334,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2005,Billion Btu,644040,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2006,Billion Btu,656664,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2007,Billion Btu,641109,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2008,Billion Btu,601725,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2009,Billion Btu,581204,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2010,Billion Btu,588590,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2011,Billion Btu,580794,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2012,Billion Btu,569018,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2013,Billion Btu,596127,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2014,Billion Btu,608531,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2015,Billion Btu,610800,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2016,Billion Btu,608440,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2017,Billion Btu,583858,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2018,Billion Btu,573700,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,IN,2019,Billion Btu,571561,SEDS.TEACB.IN.A
Total Energy Consumption,Bbtu,KS,1960,Billion Btu,172858,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1961,Billion Btu,178233,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1962,Billion Btu,176565,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1963,Billion Btu,193960,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1964,Billion Btu,178331,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1965,Billion Btu,197148,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1966,Billion Btu,209458,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1967,Billion Btu,214514,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1968,Billion Btu,228465,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1969,Billion Btu,236882,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1970,Billion Btu,250710,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1971,Billion Btu,256558,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1972,Billion Btu,273146,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1973,Billion Btu,269163,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1974,Billion Btu,271331,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1975,Billion Btu,269148,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1976,Billion Btu,273595,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1977,Billion Btu,268827,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1978,Billion Btu,286644,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1979,Billion Btu,288878,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1980,Billion Btu,279218,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1981,Billion Btu,266030,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1982,Billion Btu,255159,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1983,Billion Btu,246221,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1984,Billion Btu,257072,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1985,Billion Btu,268172,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1986,Billion Btu,273068,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1987,Billion Btu,278352,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1988,Billion Btu,294398,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1989,Billion Btu,285614,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1990,Billion Btu,280304,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1991,Billion Btu,260471,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1992,Billion Btu,255948,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1993,Billion Btu,260226,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1994,Billion Btu,247301,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1995,Billion Btu,274175,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1996,Billion Btu,273318,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1997,Billion Btu,271115,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1998,Billion Btu,270026,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,1999,Billion Btu,285477,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2000,Billion Btu,269988,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2001,Billion Btu,251278,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2002,Billion Btu,260526,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2003,Billion Btu,285806,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2004,Billion Btu,273226,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2005,Billion Btu,258189,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2006,Billion Btu,272773,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2007,Billion Btu,279483,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2008,Billion Btu,276308,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2009,Billion Btu,285206,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2010,Billion Btu,274903,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2011,Billion Btu,266804,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2012,Billion Btu,264796,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2013,Billion Btu,281904,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2014,Billion Btu,302098,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2015,Billion Btu,278580,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2016,Billion Btu,274333,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2017,Billion Btu,266786,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2018,Billion Btu,283140,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KS,2019,Billion Btu,286393,SEDS.TEACB.KS.A
Total Energy Consumption,Bbtu,KY,1960,Billion Btu,153635,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1961,Billion Btu,153410,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1962,Billion Btu,169687,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1963,Billion Btu,180892,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1964,Billion Btu,187832,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1965,Billion Btu,191777,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1966,Billion Btu,205416,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1967,Billion Btu,214533,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1968,Billion Btu,232321,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1969,Billion Btu,247884,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1970,Billion Btu,261341,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1971,Billion Btu,265443,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1972,Billion Btu,284282,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1973,Billion Btu,297055,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1974,Billion Btu,287068,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1975,Billion Btu,288098,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1976,Billion Btu,302855,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1977,Billion Btu,309564,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1978,Billion Btu,333814,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1979,Billion Btu,342198,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1980,Billion Btu,324017,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1981,Billion Btu,323231,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1982,Billion Btu,318534,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1983,Billion Btu,332803,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1984,Billion Btu,337644,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1985,Billion Btu,323387,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1986,Billion Btu,344232,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1987,Billion Btu,358877,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1988,Billion Btu,386223,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1989,Billion Btu,404451,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1990,Billion Btu,379595,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1991,Billion Btu,378096,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1992,Billion Btu,393921,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1993,Billion Btu,407849,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1994,Billion Btu,405793,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1995,Billion Btu,421760,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1996,Billion Btu,396465,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1997,Billion Btu,427334,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1998,Billion Btu,424989,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,1999,Billion Btu,440965,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2000,Billion Btu,441204,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2001,Billion Btu,447996,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2002,Billion Btu,463165,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2003,Billion Btu,448304,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2004,Billion Btu,484328,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2005,Billion Btu,475848,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2006,Billion Btu,472847,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2007,Billion Btu,493949,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2008,Billion Btu,458383,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2009,Billion Btu,465340,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2010,Billion Btu,470150,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2011,Billion Btu,466157,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2012,Billion Btu,450720,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2013,Billion Btu,449786,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2014,Billion Btu,457416,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2015,Billion Btu,463841,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2016,Billion Btu,464538,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2017,Billion Btu,472352,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2018,Billion Btu,495903,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,KY,2019,Billion Btu,493160,SEDS.TEACB.KY.A
Total Energy Consumption,Bbtu,LA,1960,Billion Btu,256944,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1961,Billion Btu,253709,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1962,Billion Btu,255773,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1963,Billion Btu,267091,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1964,Billion Btu,283681,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1965,Billion Btu,311121,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1966,Billion Btu,318865,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1967,Billion Btu,340713,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1968,Billion Btu,358477,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1969,Billion Btu,385716,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1970,Billion Btu,392151,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1971,Billion Btu,390660,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1972,Billion Btu,425494,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1973,Billion Btu,474451,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1974,Billion Btu,509274,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1975,Billion Btu,511108,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1976,Billion Btu,546644,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1977,Billion Btu,585309,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1978,Billion Btu,588509,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1979,Billion Btu,581423,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1980,Billion Btu,646701,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1981,Billion Btu,661774,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1982,Billion Btu,580654,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1983,Billion Btu,599636,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1984,Billion Btu,598755,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1985,Billion Btu,585795,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1986,Billion Btu,661328,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1987,Billion Btu,652242,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1988,Billion Btu,694276,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1989,Billion Btu,693330,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1990,Billion Btu,690571,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1991,Billion Btu,725547,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1992,Billion Btu,725753,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1993,Billion Btu,723701,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1994,Billion Btu,764489,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1995,Billion Btu,764491,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1996,Billion Btu,834585,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1997,Billion Btu,801668,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1998,Billion Btu,781161,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,1999,Billion Btu,776293,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2000,Billion Btu,854201,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2001,Billion Btu,753070,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2002,Billion Btu,775112,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2003,Billion Btu,771859,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2004,Billion Btu,756504,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2005,Billion Btu,716731,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2006,Billion Btu,770758,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2007,Billion Btu,710076,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2008,Billion Btu,673737,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2009,Billion Btu,667267,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2010,Billion Btu,613411,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2011,Billion Btu,628174,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2012,Billion Btu,570505,SEDS.TEACB.LA.A
Total Energy Consumption,Bbtu,LA,2013,Billion Btu,554616,SEDS.TEACB.LA.A
