"state","plant_type_full","year","Value"
"MA","geo_N_7",2020,32969
"ME","geo_N_7",2020,32969
"NH","geo_N_7",2020,32969
"RI","geo_N_7",2020,32969
"VT","geo_N_7",2020,32969
"CT","geo_N_8",2020,32969
"MA","geo_N_8",2020,32969
"ME","geo_N_8",2020,32969
"NH","geo_N_8",2020,32969
"RI","geo_N_8",2020,32969
"VT","geo_N_8",2020,32969
"CT","geo_N_9",2020,32969
"MA","geo_N_9",2020,32969
"ME","geo_N_9",2020,32969
"NH","geo_N_9",2020,32969
"RI","geo_N_9",2020,32969
"VT","geo_N_9",2020,32969
"CT","geo_N_10",2020,32969
"MA","geo_N_10",2020,32969
"ME","geo_N_10",2020,32969
"NH","geo_N_10",2020,32969
"RI","geo_N_10",2020,32969
"VT","geo_N_10",2020,32969
"CT","slrPV_N",2020,9884
"MA","slrPV_N",2020,9884
"ME","slrPV_N",2020,9884
"NH","slrPV_N",2020,9884
"RI","slrPV_N",2020,9884
"VT","slrPV_N",2020,9884
"CT","slrCSP_N",2020,9884
"MA","slrCSP_N",2020,9884
"ME","slrCSP_N",2020,9884
"NH","slrCSP_N",2020,9884
"RI","slrCSP_N",2020,9884
"VT","slrCSP_N",2020,9884
"CT","wnd_Nonsh_3",2020,9884
"MA","wnd_Nonsh_3",2020,9884
"ME","wnd_Nonsh_3",2020,9884
"NH","wnd_Nonsh_3",2020,9884
"RI","wnd_Nonsh_3",2020,9884
"VT","wnd_Nonsh_3",2020,9884
"CT","wnd_Nonsh_4",2020,9884
"MA","wnd_Nonsh_4",2020,9884
"ME","wnd_Nonsh_4",2020,9884
"NH","wnd_Nonsh_4",2020,9884
"RI","wnd_Nonsh_4",2020,9884
"VT","wnd_Nonsh_4",2020,9884
"CT","wnd_Nonsh_5",2020,9884
"MA","wnd_Nonsh_5",2020,9884
"ME","wnd_Nonsh_5",2020,9884
"NH","wnd_Nonsh_5",2020,9884
"RI","wnd_Nonsh_5",2020,9884
"VT","wnd_Nonsh_5",2020,9884
"CT","wnd_Nonsh_6",2020,9884
"MA","wnd_Nonsh_6",2020,9884
"ME","wnd_Nonsh_6",2020,9884
"NH","wnd_Nonsh_6",2020,9884
"RI","wnd_Nonsh_6",2020,9884
"VT","wnd_Nonsh_6",2020,9884
"CT","wnd_Nonsh_7",2020,9884
"MA","wnd_Nonsh_7",2020,9884
"ME","wnd_Nonsh_7",2020,9884
"NH","wnd_Nonsh_7",2020,9884
"RI","wnd_Nonsh_7",2020,9884
"VT","wnd_Nonsh_7",2020,9884
"CT","wnd_Nshal_3",2020,9884
"MA","wnd_Nshal_3",2020,9884
"ME","wnd_Nshal_3",2020,9884
"NH","wnd_Nshal_3",2020,9884
"RI","wnd_Nshal_3",2020,9884
"VT","wnd_Nshal_3",2020,9884
"CT","wnd_Nshal_4",2020,9884
"MA","wnd_Nshal_4",2020,9884
"ME","wnd_Nshal_4",2020,9884
"NH","wnd_Nshal_4",2020,9884
"RI","wnd_Nshal_4",2020,9884
"VT","wnd_Nshal_4",2020,9884
"CT","wnd_Nshal_5",2020,9884
"MA","wnd_Nshal_5",2020,9884
"ME","wnd_Nshal_5",2020,9884
"NH","wnd_Nshal_5",2020,9884
"RI","wnd_Nshal_5",2020,9884
"VT","wnd_Nshal_5",2020,9884
"CT","wnd_Nshal_6",2020,9884
"MA","wnd_Nshal_6",2020,9884
"ME","wnd_Nshal_6",2020,9884
"NH","wnd_Nshal_6",2020,9884
"RI","wnd_Nshal_6",2020,9884
"VT","wnd_Nshal_6",2020,9884
"CT","wnd_Nshal_7",2020,9884
"MA","wnd_Nshal_7",2020,9884
"ME","wnd_Nshal_7",2020,9884
"NH","wnd_Nshal_7",2020,9884
"RI","wnd_Nshal_7",2020,9884
"VT","wnd_Nshal_7",2020,9884
"CT","wnd_Ndeep_3",2020,9884
"MA","wnd_Ndeep_3",2020,9884
"ME","wnd_Ndeep_3",2020,9884
"NH","wnd_Ndeep_3",2020,9884
"RI","wnd_Ndeep_3",2020,9884
"VT","wnd_Ndeep_3",2020,9884
"CT","wnd_Ndeep_4",2020,9884
"MA","wnd_Ndeep_4",2020,9884
"ME","wnd_Ndeep_4",2020,9884
"NH","wnd_Ndeep_4",2020,9884
"RI","wnd_Ndeep_4",2020,9884
"VT","wnd_Ndeep_4",2020,9884
"CT","wnd_Ndeep_5",2020,9884
"MA","wnd_Ndeep_5",2020,9884
"ME","wnd_Ndeep_5",2020,9884
"NH","wnd_Ndeep_5",2020,9884
"RI","wnd_Ndeep_5",2020,9884
"VT","wnd_Ndeep_5",2020,9884
"CT","wnd_Ndeep_6",2020,9884
"MA","wnd_Ndeep_6",2020,9884
"ME","wnd_Ndeep_6",2020,9884
"NH","wnd_Ndeep_6",2020,9884
"RI","wnd_Ndeep_6",2020,9884
"VT","wnd_Ndeep_6",2020,9884
"CT","wnd_Ndeep_7",2020,9884
"MA","wnd_Ndeep_7",2020,9884
"ME","wnd_Ndeep_7",2020,9884
"NH","wnd_Ndeep_7",2020,9884
"RI","wnd_Ndeep_7",2020,9884
"VT","wnd_Ndeep_7",2020,9884
"NY","col_N",2020,8373.687963
"NY","col_Nccs",2020,11311.56665
"NY","ngcc_N",2020,6330.245483
"NY","ngcc_Nccs",2020,7280.36979
"NY","ngtb_N",2020,9556.081117
"NY","nuc_N",2020,10488
"NY","bio_N",2020,12897.92085
"NY","lfg_N_hi",2020,18000
"NY","lfg_N_lo",2020,18000
"NY","lfg_N_vl",2020,18000
"NY","fc_N",2020,9209.489281
"NY","geo_N_1",2020,32969
"NY","geo_N_2",2020,32969
"NY","geo_N_3",2020,32969
"NY","geo_N_4",2020,32969
"NY","geo_N_5",2020,32969
"NY","geo_N_6",2020,32969
"NY","geo_N_7",2020,32969
"NY","geo_N_8",2020,32969
"NY","geo_N_9",2020,32969
"NY","geo_N_10",2020,32969
"NY","slrPV_N",2020,9884
"NY","slrCSP_N",2020,9884
"NY","wnd_Nonsh_3",2020,9884
"NY","wnd_Nonsh_4",2020,9884
"NY","wnd_Nonsh_5",2020,9884
"NY","wnd_Nonsh_6",2020,9884
"NY","wnd_Nonsh_7",2020,9884
"NY","wnd_Nshal_3",2020,9884
"NY","wnd_Nshal_4",2020,9884
"NY","wnd_Nshal_5",2020,9884
"NY","wnd_Nshal_6",2020,9884
"NY","wnd_Nshal_7",2020,9884
"NY","wnd_Ndeep_3",2020,9884
"NY","wnd_Ndeep_4",2020,9884
"NY","wnd_Ndeep_5",2020,9884
"NY","wnd_Ndeep_6",2020,9884
"NY","wnd_Ndeep_7",2020,9884
"NJ","col_N",2020,8373.687963
"PA","col_N",2020,8373.687963
"NJ","col_Nccs",2020,11311.56665
"PA","col_Nccs",2020,11311.56665
"NJ","ngcc_N",2020,6330.245483
"PA","ngcc_N",2020,6330.245483
"NJ","ngcc_Nccs",2020,7280.36979
"PA","ngcc_Nccs",2020,7280.36979
"NJ","ngtb_N",2020,9556.081117
"PA","ngtb_N",2020,9556.081117
"NJ","nuc_N",2020,10488
"PA","nuc_N",2020,10488
"NJ","bio_N",2020,12897.92085
"PA","bio_N",2020,12897.92085
"NJ","lfg_N_hi",2020,18000
"PA","lfg_N_hi",2020,18000
"NJ","lfg_N_lo",2020,18000
"PA","lfg_N_lo",2020,18000
"NJ","lfg_N_vl",2020,18000
"PA","lfg_N_vl",2020,18000
"NJ","fc_N",2020,9209.489281
"PA","fc_N",2020,9209.489281
"NJ","geo_N_1",2020,32969
"PA","geo_N_1",2020,32969
"NJ","geo_N_2",2020,32969
"PA","geo_N_2",2020,32969
"NJ","geo_N_3",2020,32969
"PA","geo_N_3",2020,32969
"NJ","geo_N_4",2020,32969
"PA","geo_N_4",2020,32969
"NJ","geo_N_5",2020,32969
"PA","geo_N_5",2020,32969
"NJ","geo_N_6",2020,32969
"PA","geo_N_6",2020,32969
"NJ","geo_N_7",2020,32969
"PA","geo_N_7",2020,32969
"NJ","geo_N_8",2020,32969
"PA","geo_N_8",2020,32969
"NJ","geo_N_9",2020,32969
"PA","geo_N_9",2020,32969
"NJ","geo_N_10",2020,32969
"PA","geo_N_10",2020,32969
"NJ","slrPV_N",2020,9884
"PA","slrPV_N",2020,9884
"NJ","slrCSP_N",2020,9884
"PA","slrCSP_N",2020,9884
"NJ","wnd_Nonsh_3",2020,9884
"PA","wnd_Nonsh_3",2020,9884
"NJ","wnd_Nonsh_4",2020,9884
"PA","wnd_Nonsh_4",2020,9884
"NJ","wnd_Nonsh_5",2020,9884
"PA","wnd_Nonsh_5",2020,9884
"NJ","wnd_Nonsh_6",2020,9884
"PA","wnd_Nonsh_6",2020,9884
"NJ","wnd_Nonsh_7",2020,9884
"PA","wnd_Nonsh_7",2020,9884
"NJ","wnd_Nshal_3",2020,9884
"PA","wnd_Nshal_3",2020,9884
"NJ","wnd_Nshal_4",2020,9884
"PA","wnd_Nshal_4",2020,9884
"NJ","wnd_Nshal_5",2020,9884
"PA","wnd_Nshal_5",2020,9884
"NJ","wnd_Nshal_6",2020,9884
"PA","wnd_Nshal_6",2020,9884
"NJ","wnd_Nshal_7",2020,9884
"PA","wnd_Nshal_7",2020,9884
"NJ","wnd_Ndeep_3",2020,9884
"PA","wnd_Ndeep_3",2020,9884
"NJ","wnd_Ndeep_4",2020,9884
"PA","wnd_Ndeep_4",2020,9884
"NJ","wnd_Ndeep_5",2020,9884
"PA","wnd_Ndeep_5",2020,9884
"NJ","wnd_Ndeep_6",2020,9884
"PA","wnd_Ndeep_6",2020,9884
"NJ","wnd_Ndeep_7",2020,9884
"PA","wnd_Ndeep_7",2020,9884
"IL","col_N",2020,8373.687963
"IN","col_N",2020,8373.687963
"MI","col_N",2020,8373.687963
"OH","col_N",2020,8373.687963
"WI","col_N",2020,8373.687963
"IL","col_Nccs",2020,11311.56665
"IN","col_Nccs",2020,11311.56665
"MI","col_Nccs",2020,11311.56665
"OH","col_Nccs",2020,11311.56665
"WI","col_Nccs",2020,11311.56665
"IL","ngcc_N",2020,6330.245483
"IN","ngcc_N",2020,6330.245483
"MI","ngcc_N",2020,6330.245483
"OH","ngcc_N",2020,6330.245483
"WI","ngcc_N",2020,6330.245483
"IL","ngcc_Nccs",2020,7280.36979
"IN","ngcc_Nccs",2020,7280.36979
"MI","ngcc_Nccs",2020,7280.36979
"OH","ngcc_Nccs",2020,7280.36979
"WI","ngcc_Nccs",2020,7280.36979
"IL","ngtb_N",2020,9556.081117
"IN","ngtb_N",2020,9556.081117
"MI","ngtb_N",2020,9556.081117
"OH","ngtb_N",2020,9556.081117
"WI","ngtb_N",2020,9556.081117
"IL","nuc_N",2020,10488
"IN","nuc_N",2020,10488
"MI","nuc_N",2020,10488
"OH","nuc_N",2020,10488
"WI","nuc_N",2020,10488
"IL","bio_N",2020,12897.92085
"IN","bio_N",2020,12897.92085
"MI","bio_N",2020,12897.92085
"OH","bio_N",2020,12897.92085
"WI","bio_N",2020,12897.92085
"IL","lfg_N_hi",2020,18000
"IN","lfg_N_hi",2020,18000
"MI","lfg_N_hi",2020,18000
"OH","lfg_N_hi",2020,18000
"WI","lfg_N_hi",2020,18000
"IL","lfg_N_lo",2020,18000
"IN","lfg_N_lo",2020,18000
"MI","lfg_N_lo",2020,18000
"OH","lfg_N_lo",2020,18000
"WI","lfg_N_lo",2020,18000
"IL","lfg_N_vl",2020,18000
"IN","lfg_N_vl",2020,18000
"MI","lfg_N_vl",2020,18000
"OH","lfg_N_vl",2020,18000
"WI","lfg_N_vl",2020,18000
"IL","fc_N",2020,9209.489281
"IN","fc_N",2020,9209.489281
"MI","fc_N",2020,9209.489281
"OH","fc_N",2020,9209.489281
"WI","fc_N",2020,9209.489281
"IL","geo_N_1",2020,32969
"IN","geo_N_1",2020,32969
"MI","geo_N_1",2020,32969
"OH","geo_N_1",2020,32969
"WI","geo_N_1",2020,32969
"IL","geo_N_2",2020,32969
"IN","geo_N_2",2020,32969
"MI","geo_N_2",2020,32969
"OH","geo_N_2",2020,32969
"WI","geo_N_2",2020,32969
"IL","geo_N_3",2020,32969
"IN","geo_N_3",2020,32969
"MI","geo_N_3",2020,32969
"OH","geo_N_3",2020,32969
"WI","geo_N_3",2020,32969
"IL","geo_N_4",2020,32969
"IN","geo_N_4",2020,32969
"MI","geo_N_4",2020,32969
"OH","geo_N_4",2020,32969
"WI","geo_N_4",2020,32969
"IL","geo_N_5",2020,32969
"IN","geo_N_5",2020,32969
"MI","geo_N_5",2020,32969
"OH","geo_N_5",2020,32969
"WI","geo_N_5",2020,32969
"IL","geo_N_6",2020,32969
"IN","geo_N_6",2020,32969
"MI","geo_N_6",2020,32969
"OH","geo_N_6",2020,32969
"WI","geo_N_6",2020,32969
"IL","geo_N_7",2020,32969
"IN","geo_N_7",2020,32969
"MI","geo_N_7",2020,32969
"OH","geo_N_7",2020,32969
"WI","geo_N_7",2020,32969
"IL","geo_N_8",2020,32969
"IN","geo_N_8",2020,32969
"MI","geo_N_8",2020,32969
"OH","geo_N_8",2020,32969
"WI","geo_N_8",2020,32969
"IL","geo_N_9",2020,32969
"IN","geo_N_9",2020,32969
"MI","geo_N_9",2020,32969
"OH","geo_N_9",2020,32969
"WI","geo_N_9",2020,32969
"IL","geo_N_10",2020,32969
"IN","geo_N_10",2020,32969
"MI","geo_N_10",2020,32969
"OH","geo_N_10",2020,32969
"WI","geo_N_10",2020,32969
"IL","slrPV_N",2020,9884
"IN","slrPV_N",2020,9884
"MI","slrPV_N",2020,9884
"OH","slrPV_N",2020,9884
"WI","slrPV_N",2020,9884
"IL","slrCSP_N",2020,9884
"IN","slrCSP_N",2020,9884
"MI","slrCSP_N",2020,9884
"OH","slrCSP_N",2020,9884
"WI","slrCSP_N",2020,9884
"IL","wnd_Nonsh_3",2020,9884
"IN","wnd_Nonsh_3",2020,9884
"MI","wnd_Nonsh_3",2020,9884
"OH","wnd_Nonsh_3",2020,9884
"WI","wnd_Nonsh_3",2020,9884
"IL","wnd_Nonsh_4",2020,9884
"IN","wnd_Nonsh_4",2020,9884
"MI","wnd_Nonsh_4",2020,9884
"OH","wnd_Nonsh_4",2020,9884
"WI","wnd_Nonsh_4",2020,9884
"IL","wnd_Nonsh_5",2020,9884
"IN","wnd_Nonsh_5",2020,9884
"MI","wnd_Nonsh_5",2020,9884
"OH","wnd_Nonsh_5",2020,9884
"WI","wnd_Nonsh_5",2020,9884
"IL","wnd_Nonsh_6",2020,9884
"IN","wnd_Nonsh_6",2020,9884
"MI","wnd_Nonsh_6",2020,9884
"OH","wnd_Nonsh_6",2020,9884
"WI","wnd_Nonsh_6",2020,9884
"IL","wnd_Nonsh_7",2020,9884
"IN","wnd_Nonsh_7",2020,9884
"MI","wnd_Nonsh_7",2020,9884
"OH","wnd_Nonsh_7",2020,9884
"WI","wnd_Nonsh_7",2020,9884
"IL","wnd_Nshal_3",2020,9884
"IN","wnd_Nshal_3",2020,9884
"MI","wnd_Nshal_3",2020,9884
"OH","wnd_Nshal_3",2020,9884
"WI","wnd_Nshal_3",2020,9884
"IL","wnd_Nshal_4",2020,9884
"IN","wnd_Nshal_4",2020,9884
"MI","wnd_Nshal_4",2020,9884
"OH","wnd_Nshal_4",2020,9884
"WI","wnd_Nshal_4",2020,9884
"IL","wnd_Nshal_5",2020,9884
"IN","wnd_Nshal_5",2020,9884
"MI","wnd_Nshal_5",2020,9884
"OH","wnd_Nshal_5",2020,9884
"WI","wnd_Nshal_5",2020,9884
"IL","wnd_Nshal_6",2020,9884
"IN","wnd_Nshal_6",2020,9884
"MI","wnd_Nshal_6",2020,9884
"OH","wnd_Nshal_6",2020,9884
"WI","wnd_Nshal_6",2020,9884
"IL","wnd_Nshal_7",2020,9884
"IN","wnd_Nshal_7",2020,9884
"MI","wnd_Nshal_7",2020,9884
"OH","wnd_Nshal_7",2020,9884
"WI","wnd_Nshal_7",2020,9884
"IL","wnd_Ndeep_3",2020,9884
"IN","wnd_Ndeep_3",2020,9884
"MI","wnd_Ndeep_3",2020,9884
"OH","wnd_Ndeep_3",2020,9884
"WI","wnd_Ndeep_3",2020,9884
"IL","wnd_Ndeep_4",2020,9884
"IN","wnd_Ndeep_4",2020,9884
"MI","wnd_Ndeep_4",2020,9884
"OH","wnd_Ndeep_4",2020,9884
"WI","wnd_Ndeep_4",2020,9884
"IL","wnd_Ndeep_5",2020,9884
"IN","wnd_Ndeep_5",2020,9884
"MI","wnd_Ndeep_5",2020,9884
"OH","wnd_Ndeep_5",2020,9884
"WI","wnd_Ndeep_5",2020,9884
"IL","wnd_Ndeep_6",2020,9884
"IN","wnd_Ndeep_6",2020,9884
"MI","wnd_Ndeep_6",2020,9884
"OH","wnd_Ndeep_6",2020,9884
"WI","wnd_Ndeep_6",2020,9884
"IL","wnd_Ndeep_7",2020,9884
"IN","wnd_Ndeep_7",2020,9884
"MI","wnd_Ndeep_7",2020,9884
"OH","wnd_Ndeep_7",2020,9884
"WI","wnd_Ndeep_7",2020,9884
"IA","col_N",2020,8373.687963
"KS","col_N",2020,8373.687963
"MN","col_N",2020,8373.687963
"MO","col_N",2020,8373.687963
"ND","col_N",2020,8373.687963
"NE","col_N",2020,8373.687963
"SD","col_N",2020,8373.687963
"IA","col_Nccs",2020,11311.56665
"KS","col_Nccs",2020,11311.56665
"MN","col_Nccs",2020,11311.56665
"MO","col_Nccs",2020,11311.56665
"ND","col_Nccs",2020,11311.56665
"NE","col_Nccs",2020,11311.56665
"SD","col_Nccs",2020,11311.56665
"IA","ngcc_N",2020,6330.245483
"KS","ngcc_N",2020,6330.245483
"MN","ngcc_N",2020,6330.245483
"MO","ngcc_N",2020,6330.245483
"ND","ngcc_N",2020,6330.245483
"NE","ngcc_N",2020,6330.245483
"SD","ngcc_N",2020,6330.245483
"IA","ngcc_Nccs",2020,7280.36979
"KS","ngcc_Nccs",2020,7280.36979
"MN","ngcc_Nccs",2020,7280.36979
"MO","ngcc_Nccs",2020,7280.36979
"ND","ngcc_Nccs",2020,7280.36979
"NE","ngcc_Nccs",2020,7280.36979
"SD","ngcc_Nccs",2020,7280.36979
"IA","ngtb_N",2020,9556.081117
"KS","ngtb_N",2020,9556.081117
"MN","ngtb_N",2020,9556.081117
"MO","ngtb_N",2020,9556.081117
"ND","ngtb_N",2020,9556.081117
"NE","ngtb_N",2020,9556.081117
"SD","ngtb_N",2020,9556.081117
"IA","nuc_N",2020,10488
"KS","nuc_N",2020,10488
"MN","nuc_N",2020,10488
"MO","nuc_N",2020,10488
"ND","nuc_N",2020,10488
"NE","nuc_N",2020,10488
"SD","nuc_N",2020,10488
"IA","bio_N",2020,12897.92085
"KS","bio_N",2020,12897.92085
"MN","bio_N",2020,12897.92085
"MO","bio_N",2020,12897.92085
"ND","bio_N",2020,12897.92085
"NE","bio_N",2020,12897.92085
"SD","bio_N",2020,12897.92085
"IA","lfg_N_hi",2020,18000
"KS","lfg_N_hi",2020,18000
"MN","lfg_N_hi",2020,18000
"MO","lfg_N_hi",2020,18000
"ND","lfg_N_hi",2020,18000
"NE","lfg_N_hi",2020,18000
"SD","lfg_N_hi",2020,18000
"IA","lfg_N_lo",2020,18000
"KS","lfg_N_lo",2020,18000
"MN","lfg_N_lo",2020,18000
"MO","lfg_N_lo",2020,18000
"ND","lfg_N_lo",2020,18000
"NE","lfg_N_lo",2020,18000
"SD","lfg_N_lo",2020,18000
"IA","lfg_N_vl",2020,18000
"KS","lfg_N_vl",2020,18000
"MN","lfg_N_vl",2020,18000
"MO","lfg_N_vl",2020,18000
"ND","lfg_N_vl",2020,18000
"NE","lfg_N_vl",2020,18000
"SD","lfg_N_vl",2020,18000
"IA","fc_N",2020,9209.489281
"KS","fc_N",2020,9209.489281
"MN","fc_N",2020,9209.489281
"MO","fc_N",2020,9209.489281
"ND","fc_N",2020,9209.489281
"NE","fc_N",2020,9209.489281
"SD","fc_N",2020,9209.489281
"IA","geo_N_1",2020,32969
"KS","geo_N_1",2020,32969
"MN","geo_N_1",2020,32969
"MO","geo_N_1",2020,32969
"ND","geo_N_1",2020,32969
"NE","geo_N_1",2020,32969
"SD","geo_N_1",2020,32969
"IA","geo_N_2",2020,32969
"KS","geo_N_2",2020,32969
"MN","geo_N_2",2020,32969
"MO","geo_N_2",2020,32969
"ND","geo_N_2",2020,32969
"NE","geo_N_2",2020,32969
"SD","geo_N_2",2020,32969
"IA","geo_N_3",2020,32969
"KS","geo_N_3",2020,32969
"MN","geo_N_3",2020,32969
"MO","geo_N_3",2020,32969
"ND","geo_N_3",2020,32969
"NE","geo_N_3",2020,32969
"SD","geo_N_3",2020,32969
"IA","geo_N_4",2020,32969
"KS","geo_N_4",2020,32969
"MN","geo_N_4",2020,32969
"MO","geo_N_4",2020,32969
"ND","geo_N_4",2020,32969
"NE","geo_N_4",2020,32969
"SD","geo_N_4",2020,32969
"IA","geo_N_5",2020,32969
"KS","geo_N_5",2020,32969
"MN","geo_N_5",2020,32969
"MO","geo_N_5",2020,32969
"ND","geo_N_5",2020,32969
"NE","geo_N_5",2020,32969
"SD","geo_N_5",2020,32969
"IA","geo_N_6",2020,32969
"KS","geo_N_6",2020,32969
"MN","geo_N_6",2020,32969
"MO","geo_N_6",2020,32969
"ND","geo_N_6",2020,32969
"NE","geo_N_6",2020,32969
"SD","geo_N_6",2020,32969
"IA","geo_N_7",2020,32969
"KS","geo_N_7",2020,32969
"MN","geo_N_7",2020,32969
"MO","geo_N_7",2020,32969
"ND","geo_N_7",2020,32969
"NE","geo_N_7",2020,32969
"SD","geo_N_7",2020,32969
"IA","geo_N_8",2020,32969
"KS","geo_N_8",2020,32969
"MN","geo_N_8",2020,32969
"MO","geo_N_8",2020,32969
"ND","geo_N_8",2020,32969
"NE","geo_N_8",2020,32969
"SD","geo_N_8",2020,32969
"IA","geo_N_9",2020,32969
"KS","geo_N_9",2020,32969
"MN","geo_N_9",2020,32969
"MO","geo_N_9",2020,32969
"ND","geo_N_9",2020,32969
"NE","geo_N_9",2020,32969
"SD","geo_N_9",2020,32969
"IA","geo_N_10",2020,32969
"KS","geo_N_10",2020,32969
"MN","geo_N_10",2020,32969
"MO","geo_N_10",2020,32969
"ND","geo_N_10",2020,32969
"NE","geo_N_10",2020,32969
"SD","geo_N_10",2020,32969
"IA","slrPV_N",2020,9884
"KS","slrPV_N",2020,9884
"MN","slrPV_N",2020,9884
"MO","slrPV_N",2020,9884
"ND","slrPV_N",2020,9884
"NE","slrPV_N",2020,9884
"SD","slrPV_N",2020,9884
"IA","slrCSP_N",2020,9884
"KS","slrCSP_N",2020,9884
"MN","slrCSP_N",2020,9884
"MO","slrCSP_N",2020,9884
"ND","slrCSP_N",2020,9884
"NE","slrCSP_N",2020,9884
"SD","slrCSP_N",2020,9884
"IA","wnd_Nonsh_3",2020,9884
"KS","wnd_Nonsh_3",2020,9884
"MN","wnd_Nonsh_3",2020,9884
"MO","wnd_Nonsh_3",2020,9884
"ND","wnd_Nonsh_3",2020,9884
"NE","wnd_Nonsh_3",2020,9884
"SD","wnd_Nonsh_3",2020,9884
"IA","wnd_Nonsh_4",2020,9884
"KS","wnd_Nonsh_4",2020,9884
"MN","wnd_Nonsh_4",2020,9884
"MO","wnd_Nonsh_4",2020,9884
"ND","wnd_Nonsh_4",2020,9884
"NE","wnd_Nonsh_4",2020,9884
"SD","wnd_Nonsh_4",2020,9884
"IA","wnd_Nonsh_5",2020,9884
"KS","wnd_Nonsh_5",2020,9884
"MN","wnd_Nonsh_5",2020,9884
"MO","wnd_Nonsh_5",2020,9884
"ND","wnd_Nonsh_5",2020,9884
"NE","wnd_Nonsh_5",2020,9884
"SD","wnd_Nonsh_5",2020,9884
"IA","wnd_Nonsh_6",2020,9884
"KS","wnd_Nonsh_6",2020,9884
"MN","wnd_Nonsh_6",2020,9884
"MO","wnd_Nonsh_6",2020,9884
"ND","wnd_Nonsh_6",2020,9884
"NE","wnd_Nonsh_6",2020,9884
"SD","wnd_Nonsh_6",2020,9884
"IA","wnd_Nonsh_7",2020,9884
"KS","wnd_Nonsh_7",2020,9884
"MN","wnd_Nonsh_7",2020,9884
"MO","wnd_Nonsh_7",2020,9884
"ND","wnd_Nonsh_7",2020,9884
"NE","wnd_Nonsh_7",2020,9884
"SD","wnd_Nonsh_7",2020,9884
"IA","wnd_Nshal_3",2020,9884
"KS","wnd_Nshal_3",2020,9884
"MN","wnd_Nshal_3",2020,9884
"MO","wnd_Nshal_3",2020,9884
"ND","wnd_Nshal_3",2020,9884
"NE","wnd_Nshal_3",2020,9884
"SD","wnd_Nshal_3",2020,9884
"IA","wnd_Nshal_4",2020,9884
"KS","wnd_Nshal_4",2020,9884
"MN","wnd_Nshal_4",2020,9884
"MO","wnd_Nshal_4",2020,9884
"ND","wnd_Nshal_4",2020,9884
"NE","wnd_Nshal_4",2020,9884
"SD","wnd_Nshal_4",2020,9884
"IA","wnd_Nshal_5",2020,9884
"KS","wnd_Nshal_5",2020,9884
"MN","wnd_Nshal_5",2020,9884
"MO","wnd_Nshal_5",2020,9884
"ND","wnd_Nshal_5",2020,9884
"NE","wnd_Nshal_5",2020,9884
"SD","wnd_Nshal_5",2020,9884
"IA","wnd_Nshal_6",2020,9884
"KS","wnd_Nshal_6",2020,9884
"MN","wnd_Nshal_6",2020,9884
"MO","wnd_Nshal_6",2020,9884
"ND","wnd_Nshal_6",2020,9884
"NE","wnd_Nshal_6",2020,9884
"SD","wnd_Nshal_6",2020,9884
"IA","wnd_Nshal_7",2020,9884
"KS","wnd_Nshal_7",2020,9884
"MN","wnd_Nshal_7",2020,9884
"MO","wnd_Nshal_7",2020,9884
"ND","wnd_Nshal_7",2020,9884
"NE","wnd_Nshal_7",2020,9884
"SD","wnd_Nshal_7",2020,9884
"IA","wnd_Ndeep_3",2020,9884
"KS","wnd_Ndeep_3",2020,9884
"MN","wnd_Ndeep_3",2020,9884
"MO","wnd_Ndeep_3",2020,9884
"ND","wnd_Ndeep_3",2020,9884
"NE","wnd_Ndeep_3",2020,9884
"SD","wnd_Ndeep_3",2020,9884
"IA","wnd_Ndeep_4",2020,9884
"KS","wnd_Ndeep_4",2020,9884
"MN","wnd_Ndeep_4",2020,9884
"MO","wnd_Ndeep_4",2020,9884
"ND","wnd_Ndeep_4",2020,9884
"NE","wnd_Ndeep_4",2020,9884
"SD","wnd_Ndeep_4",2020,9884
"IA","wnd_Ndeep_5",2020,9884
"KS","wnd_Ndeep_5",2020,9884
"MN","wnd_Ndeep_5",2020,9884
"MO","wnd_Ndeep_5",2020,9884
"ND","wnd_Ndeep_5",2020,9884
"NE","wnd_Ndeep_5",2020,9884
"SD","wnd_Ndeep_5",2020,9884
"IA","wnd_Ndeep_6",2020,9884
"KS","wnd_Ndeep_6",2020,9884
"MN","wnd_Ndeep_6",2020,9884
"MO","wnd_Ndeep_6",2020,9884
"ND","wnd_Ndeep_6",2020,9884
"NE","wnd_Ndeep_6",2020,9884
"SD","wnd_Ndeep_6",2020,9884
"IA","wnd_Ndeep_7",2020,9884
"KS","wnd_Ndeep_7",2020,9884
"MN","wnd_Ndeep_7",2020,9884
"MO","wnd_Ndeep_7",2020,9884
"ND","wnd_Ndeep_7",2020,9884
"NE","wnd_Ndeep_7",2020,9884
"SD","wnd_Ndeep_7",2020,9884
"FL","col_N",2020,8373.687963
"FL","col_Nccs",2020,11311.56665
"FL","ngcc_N",2020,6330.245483
"FL","ngcc_Nccs",2020,7280.36979
"FL","ngtb_N",2020,9556.081117
"FL","nuc_N",2020,10488
"FL","bio_N",2020,12897.92085
"FL","lfg_N_hi",2020,18000
"FL","lfg_N_lo",2020,18000
"FL","lfg_N_vl",2020,18000
"FL","fc_N",2020,9209.489281
"FL","geo_N_1",2020,32969
"FL","geo_N_2",2020,32969
"FL","geo_N_3",2020,32969
"FL","geo_N_4",2020,32969
"FL","geo_N_5",2020,32969
