"region","unit","status","plant_type","renewable","time","generation","vomcost","variable_cost","capacity","fomcost","fixed_cost","total_cost","wholesale_cost"
"West","ngcc_X1","existing","ngcc","no",2020,222.769246756835,2.25664296578408,502.710653686832,57.3009,12.9154461591901,740.066688823135,1242.77734250997,0
"West","ngcc_X2","existing","ngcc","no",2020,1.1711189999,2.20842441032111,2.58632778677,0.4756,13.0171849409167,6.1909731579,8.77730094467,0
"West","ngcc_X3","existing","ngcc","no",2020,0.015622,2.20523771924209,0.03445022365,0.0823,12.5723890765492,1.034707621,1.06915784465,0
"West","ngtb_X1","existing","ngtb","no",2020,22.933879873,4.78294595174214,109.691507896306,16.0904,11.5399430570565,185.682299765261,295.373807661567,0
"West","ngtb_X2","existing","ngtb","no",2020,5.590990043,4.77137315748667,26.6766998149455,8.3175,11.0025532754634,91.513736868667,118.190436683612,0
"West","ngtb_X3","existing","ngtb","no",2020,1.434641504,4.77611833199638,6.85201758709726,5.5518,12.3992566605711,68.8381931281588,75.6902107152561,0
"West","nuc_X","existing","nuc","yes",2020,56.618516,2.55753988218271,144.80411274,7.7326,131.268985567597,1015.0505578,1159.85467054,0
"West","oth_X","existing","oth","no",2020,0.992308844,0.465408482119706,0.46182895288,2.6454,0.715269985786648,1.8921752204,2.35400417328,0
"West","slr_X","existing","slr","yes",2020,57.89270802,0.170137768067392,9.8497361299,26.0274,22.9542816200005,597.4402694364,607.2900055663,0
"West","stog_X1","existing","stog","no",2020,0.303328,0,0,2.5939,0,0,0,0
"West","stog_X2","existing","stog","no",2020,-0.563381,0,0,1.7927,0,0,0,0
"West","wnd_X","existing","wnd","yes",2020,77.71325141,0,0,29.2913,47.6646123617965,1396.15846007309,1396.15846007309,0
"Midwest","stog_X3","existing","stog","no",2020,NA,NA,NA,1e-06,NA,NA,NA,NA
"Midwest","lfg_X","existing","lfg","no",2020,NA,NA,NA,1e-06,NA,NA,NA,NA
"Northeast","stog_X3","existing","stog","no",2020,NA,NA,NA,1e-06,NA,NA,NA,NA
"Northeast","lfg_X","existing","lfg","no",2020,NA,NA,NA,1e-06,NA,NA,NA,NA
"South","stog_X3","existing","stog","no",2020,NA,NA,NA,1e-06,NA,NA,NA,NA
"South","lfg_X","existing","lfg","no",2020,NA,NA,NA,1e-06,NA,NA,NA,NA
"West","stog_X3","existing","stog","no",2020,NA,NA,NA,1e-06,NA,NA,NA,NA
"West","lfg_X","existing","lfg","no",2020,NA,NA,NA,1e-06,NA,NA,NA,NA
