"state","plant_type_full","Value"
"WI","lfg_N_vl",8.33
"IL","fc_N",48.99732548
"IN","fc_N",48.99732548
"MI","fc_N",48.99732548
"OH","fc_N",48.99732548
"WI","fc_N",48.99732548
"IL","geo_N_1",9.64
"IN","geo_N_1",9.64
"MI","geo_N_1",9.64
"OH","geo_N_1",9.64
"WI","geo_N_1",9.64
"IL","geo_N_2",9.64
"IN","geo_N_2",9.64
"MI","geo_N_2",9.64
"OH","geo_N_2",9.64
"WI","geo_N_2",9.64
"IL","geo_N_3",9.64
"IN","geo_N_3",9.64
"MI","geo_N_3",9.64
"OH","geo_N_3",9.64
"WI","geo_N_3",9.64
"IL","geo_N_4",9.64
"IN","geo_N_4",9.64
"MI","geo_N_4",9.64
"OH","geo_N_4",9.64
"WI","geo_N_4",9.64
"IL","geo_N_5",9.64
"IN","geo_N_5",9.64
"MI","geo_N_5",9.64
"OH","geo_N_5",9.64
"WI","geo_N_5",9.64
"IL","geo_N_6",9.64
"IN","geo_N_6",9.64
"MI","geo_N_6",9.64
"OH","geo_N_6",9.64
"WI","geo_N_6",9.64
"IL","geo_N_7",9.64
"IN","geo_N_7",9.64
"MI","geo_N_7",9.64
"OH","geo_N_7",9.64
"WI","geo_N_7",9.64
"IL","geo_N_8",9.64
"IN","geo_N_8",9.64
"MI","geo_N_8",9.64
"OH","geo_N_8",9.64
"WI","geo_N_8",9.64
"IL","geo_N_9",9.64
"IN","geo_N_9",9.64
"MI","geo_N_9",9.64
"OH","geo_N_9",9.64
"WI","geo_N_9",9.64
"IL","geo_N_10",9.64
"IN","geo_N_10",9.64
"MI","geo_N_10",9.64
"OH","geo_N_10",9.64
"WI","geo_N_10",9.64
"IA","col_N",6.87
"KS","col_N",6.87
"MN","col_N",6.87
"MO","col_N",6.87
"ND","col_N",6.87
"NE","col_N",6.87
"SD","col_N",6.87
"IA","col_Nccs",9.05
"KS","col_Nccs",9.05
"MN","col_Nccs",9.05
"MO","col_Nccs",9.05
"ND","col_Nccs",9.05
"NE","col_Nccs",9.05
"SD","col_Nccs",9.05
"IA","ngcc_N",3.11
"KS","ngcc_N",3.11
"MN","ngcc_N",3.11
"MO","ngcc_N",3.11
"ND","ngcc_N",3.11
"NE","ngcc_N",3.11
"SD","ngcc_N",3.11
"IA","ngcc_Nccs",6.45
"KS","ngcc_Nccs",6.45
"MN","ngcc_Nccs",6.45
"MO","ngcc_Nccs",6.45
"ND","ngcc_Nccs",6.45
"NE","ngcc_Nccs",6.45
"SD","ngcc_Nccs",6.45
"IA","ngtb_N",9.87
"KS","ngtb_N",9.87
"MN","ngtb_N",9.87
"MO","ngtb_N",9.87
"ND","ngtb_N",9.87
"NE","ngtb_N",9.87
"SD","ngtb_N",9.87
"IA","nuc_N",2.04
"KS","nuc_N",2.04
"MN","nuc_N",2.04
"MO","nuc_N",2.04
"ND","nuc_N",2.04
"NE","nuc_N",2.04
"SD","nuc_N",2.04
"IA","bio_N",5
"KS","bio_N",5
"MN","bio_N",5
"MO","bio_N",5
"ND","bio_N",5
"NE","bio_N",5
"SD","bio_N",5
"IA","lfg_N_hi",8.33
"KS","lfg_N_hi",8.33
"MN","lfg_N_hi",8.33
"MO","lfg_N_hi",8.33
"ND","lfg_N_hi",8.33
"NE","lfg_N_hi",8.33
"SD","lfg_N_hi",8.33
"IA","lfg_N_lo",8.33
"KS","lfg_N_lo",8.33
"MN","lfg_N_lo",8.33
"MO","lfg_N_lo",8.33
"ND","lfg_N_lo",8.33
"NE","lfg_N_lo",8.33
"SD","lfg_N_lo",8.33
"IA","lfg_N_vl",8.33
"KS","lfg_N_vl",8.33
"MN","lfg_N_vl",8.33
"MO","lfg_N_vl",8.33
"ND","lfg_N_vl",8.33
"NE","lfg_N_vl",8.33
"SD","lfg_N_vl",8.33
"IA","fc_N",48.99732548
"KS","fc_N",48.99732548
"MN","fc_N",48.99732548
"MO","fc_N",48.99732548
"ND","fc_N",48.99732548
"NE","fc_N",48.99732548
"SD","fc_N",48.99732548
"IA","geo_N_1",9.64
"KS","geo_N_1",9.64
"MN","geo_N_1",9.64
"MO","geo_N_1",9.64
"ND","geo_N_1",9.64
"NE","geo_N_1",9.64
"SD","geo_N_1",9.64
"IA","geo_N_2",9.64
"KS","geo_N_2",9.64
"MN","geo_N_2",9.64
"MO","geo_N_2",9.64
"ND","geo_N_2",9.64
"NE","geo_N_2",9.64
"SD","geo_N_2",9.64
"IA","geo_N_3",9.64
"KS","geo_N_3",9.64
"MN","geo_N_3",9.64
"MO","geo_N_3",9.64
"ND","geo_N_3",9.64
"NE","geo_N_3",9.64
"SD","geo_N_3",9.64
"IA","geo_N_4",9.64
"KS","geo_N_4",9.64
"MN","geo_N_4",9.64
"MO","geo_N_4",9.64
"ND","geo_N_4",9.64
"NE","geo_N_4",9.64
"SD","geo_N_4",9.64
"IA","geo_N_5",9.64
"KS","geo_N_5",9.64
"MN","geo_N_5",9.64
"MO","geo_N_5",9.64
"ND","geo_N_5",9.64
"NE","geo_N_5",9.64
"SD","geo_N_5",9.64
"IA","geo_N_6",9.64
"KS","geo_N_6",9.64
"MN","geo_N_6",9.64
"MO","geo_N_6",9.64
"ND","geo_N_6",9.64
"NE","geo_N_6",9.64
"SD","geo_N_6",9.64
"IA","geo_N_7",9.64
"KS","geo_N_7",9.64
"MN","geo_N_7",9.64
"MO","geo_N_7",9.64
"ND","geo_N_7",9.64
"NE","geo_N_7",9.64
"SD","geo_N_7",9.64
"IA","geo_N_8",9.64
"KS","geo_N_8",9.64
"MN","geo_N_8",9.64
"MO","geo_N_8",9.64
"ND","geo_N_8",9.64
"NE","geo_N_8",9.64
"SD","geo_N_8",9.64
"IA","geo_N_9",9.64
"KS","geo_N_9",9.64
"MN","geo_N_9",9.64
"MO","geo_N_9",9.64
"ND","geo_N_9",9.64
"NE","geo_N_9",9.64
"SD","geo_N_9",9.64
"IA","geo_N_10",9.64
"KS","geo_N_10",9.64
"MN","geo_N_10",9.64
"MO","geo_N_10",9.64
"ND","geo_N_10",9.64
"NE","geo_N_10",9.64
"SD","geo_N_10",9.64
"FL","col_N",6.87
"FL","col_Nccs",9.05
"FL","ngcc_N",3.11
"FL","ngcc_Nccs",6.45
"FL","ngtb_N",9.87
"FL","nuc_N",2.04
"FL","bio_N",5
"FL","lfg_N_hi",8.33
"FL","lfg_N_lo",8.33
"FL","lfg_N_vl",8.33
"FL","fc_N",48.99732548
"FL","geo_N_1",9.64
"FL","geo_N_2",9.64
"FL","geo_N_3",9.64
"FL","geo_N_4",9.64
"FL","geo_N_5",9.64
"FL","geo_N_6",9.64
"FL","geo_N_7",9.64
"FL","geo_N_8",9.64
"FL","geo_N_9",9.64
"FL","geo_N_10",9.64
"DC","col_N",6.87
"DE","col_N",6.87
"GA","col_N",6.87
"MD","col_N",6.87
"NC","col_N",6.87
"SC","col_N",6.87
"VA","col_N",6.87
"WV","col_N",6.87
"DC","col_Nccs",9.05
"DE","col_Nccs",9.05
"GA","col_Nccs",9.05
"MD","col_Nccs",9.05
"NC","col_Nccs",9.05
"SC","col_Nccs",9.05
"VA","col_Nccs",9.05
"WV","col_Nccs",9.05
"DC","ngcc_N",3.11
"DE","ngcc_N",3.11
"GA","ngcc_N",3.11
"MD","ngcc_N",3.11
"NC","ngcc_N",3.11
"SC","ngcc_N",3.11
"VA","ngcc_N",3.11
"WV","ngcc_N",3.11
"DC","ngcc_Nccs",6.45
"DE","ngcc_Nccs",6.45
"GA","ngcc_Nccs",6.45
"MD","ngcc_Nccs",6.45
"NC","ngcc_Nccs",6.45
"SC","ngcc_Nccs",6.45
"VA","ngcc_Nccs",6.45
"WV","ngcc_Nccs",6.45
"DC","ngtb_N",9.87
"DE","ngtb_N",9.87
"GA","ngtb_N",9.87
"MD","ngtb_N",9.87
"NC","ngtb_N",9.87
"SC","ngtb_N",9.87
"VA","ngtb_N",9.87
"WV","ngtb_N",9.87
"DC","nuc_N",2.04
"DE","nuc_N",2.04
"GA","nuc_N",2.04
"MD","nuc_N",2.04
"NC","nuc_N",2.04
"SC","nuc_N",2.04
"VA","nuc_N",2.04
"WV","nuc_N",2.04
"DC","bio_N",5
"DE","bio_N",5
"GA","bio_N",5
"MD","bio_N",5
"NC","bio_N",5
"SC","bio_N",5
"VA","bio_N",5
"WV","bio_N",5
"DC","lfg_N_hi",8.33
"DE","lfg_N_hi",8.33
"GA","lfg_N_hi",8.33
"MD","lfg_N_hi",8.33
"NC","lfg_N_hi",8.33
"SC","lfg_N_hi",8.33
"VA","lfg_N_hi",8.33
"WV","lfg_N_hi",8.33
"DC","lfg_N_lo",8.33
"DE","lfg_N_lo",8.33
"GA","lfg_N_lo",8.33
"MD","lfg_N_lo",8.33
"NC","lfg_N_lo",8.33
"SC","lfg_N_lo",8.33
"VA","lfg_N_lo",8.33
"WV","lfg_N_lo",8.33
"DC","lfg_N_vl",8.33
"DE","lfg_N_vl",8.33
"GA","lfg_N_vl",8.33
"MD","lfg_N_vl",8.33
"NC","lfg_N_vl",8.33
"SC","lfg_N_vl",8.33
"VA","lfg_N_vl",8.33
"WV","lfg_N_vl",8.33
"DC","fc_N",48.99732548
"DE","fc_N",48.99732548
"GA","fc_N",48.99732548
"MD","fc_N",48.99732548
"NC","fc_N",48.99732548
"SC","fc_N",48.99732548
"VA","fc_N",48.99732548
"WV","fc_N",48.99732548
"DC","geo_N_1",9.64
"DE","geo_N_1",9.64
"GA","geo_N_1",9.64
"MD","geo_N_1",9.64
"NC","geo_N_1",9.64
"SC","geo_N_1",9.64
"VA","geo_N_1",9.64
"WV","geo_N_1",9.64
"DC","geo_N_2",9.64
"DE","geo_N_2",9.64
"GA","geo_N_2",9.64
"MD","geo_N_2",9.64
"NC","geo_N_2",9.64
"SC","geo_N_2",9.64
"VA","geo_N_2",9.64
"WV","geo_N_2",9.64
"DC","geo_N_3",9.64
"DE","geo_N_3",9.64
"GA","geo_N_3",9.64
"MD","geo_N_3",9.64
"NC","geo_N_3",9.64
"SC","geo_N_3",9.64
"VA","geo_N_3",9.64
"WV","geo_N_3",9.64
"DC","geo_N_4",9.64
"DE","geo_N_4",9.64
"GA","geo_N_4",9.64
"MD","geo_N_4",9.64
"NC","geo_N_4",9.64
"SC","geo_N_4",9.64
"VA","geo_N_4",9.64
"WV","geo_N_4",9.64
"DC","geo_N_5",9.64
"DE","geo_N_5",9.64
"GA","geo_N_5",9.64
"MD","geo_N_5",9.64
"NC","geo_N_5",9.64
"SC","geo_N_5",9.64
"VA","geo_N_5",9.64
"WV","geo_N_5",9.64
"DC","geo_N_6",9.64
"DE","geo_N_6",9.64
"GA","geo_N_6",9.64
"MD","geo_N_6",9.64
"NC","geo_N_6",9.64
"SC","geo_N_6",9.64
"VA","geo_N_6",9.64
"WV","geo_N_6",9.64
"DC","geo_N_7",9.64
"DE","geo_N_7",9.64
"GA","geo_N_7",9.64
"MD","geo_N_7",9.64
"NC","geo_N_7",9.64
"SC","geo_N_7",9.64
"VA","geo_N_7",9.64
"WV","geo_N_7",9.64
"DC","geo_N_8",9.64
"DE","geo_N_8",9.64
"GA","geo_N_8",9.64
"MD","geo_N_8",9.64
"NC","geo_N_8",9.64
"SC","geo_N_8",9.64
"VA","geo_N_8",9.64
"WV","geo_N_8",9.64
"DC","geo_N_9",9.64
"DE","geo_N_9",9.64
"GA","geo_N_9",9.64
"MD","geo_N_9",9.64
"NC","geo_N_9",9.64
"SC","geo_N_9",9.64
"VA","geo_N_9",9.64
"WV","geo_N_9",9.64
"DC","geo_N_10",9.64
"DE","geo_N_10",9.64
"GA","geo_N_10",9.64
"MD","geo_N_10",9.64
"NC","geo_N_10",9.64
"SC","geo_N_10",9.64
"VA","geo_N_10",9.64
"WV","geo_N_10",9.64
"AL","col_N",6.87
"KY","col_N",6.87
"MS","col_N",6.87
"TN","col_N",6.87
"AL","col_Nccs",9.05
"KY","col_Nccs",9.05
"MS","col_Nccs",9.05
"TN","col_Nccs",9.05
"AL","ngcc_N",3.11
"KY","ngcc_N",3.11
"MS","ngcc_N",3.11
"TN","ngcc_N",3.11
"AL","ngcc_Nccs",6.45
"KY","ngcc_Nccs",6.45
"MS","ngcc_Nccs",6.45
"TN","ngcc_Nccs",6.45
"AL","ngtb_N",9.87
"KY","ngtb_N",9.87
"MS","ngtb_N",9.87
"TN","ngtb_N",9.87
"AL","nuc_N",2.04
"KY","nuc_N",2.04
"MS","nuc_N",2.04
"TN","nuc_N",2.04
"AL","bio_N",5
"KY","bio_N",5
"MS","bio_N",5
"TN","bio_N",5
"AL","lfg_N_hi",8.33
"KY","lfg_N_hi",8.33
"MS","lfg_N_hi",8.33
"TN","lfg_N_hi",8.33
"AL","lfg_N_lo",8.33
"KY","lfg_N_lo",8.33
"MS","lfg_N_lo",8.33
"TN","lfg_N_lo",8.33
"AL","lfg_N_vl",8.33
"KY","lfg_N_vl",8.33
"MS","lfg_N_vl",8.33
"TN","lfg_N_vl",8.33
"AL","fc_N",48.99732548
"KY","fc_N",48.99732548
"MS","fc_N",48.99732548
"TN","fc_N",48.99732548
"AL","geo_N_1",9.64
"KY","geo_N_1",9.64
"MS","geo_N_1",9.64
"TN","geo_N_1",9.64
"AL","geo_N_2",9.64
"KY","geo_N_2",9.64
"MS","geo_N_2",9.64
"TN","geo_N_2",9.64
"AL","geo_N_3",9.64
"KY","geo_N_3",9.64
"MS","geo_N_3",9.64
"TN","geo_N_3",9.64
"AL","geo_N_4",9.64
"KY","geo_N_4",9.64
"MS","geo_N_4",9.64
"TN","geo_N_4",9.64
"AL","geo_N_5",9.64
"KY","geo_N_5",9.64
"MS","geo_N_5",9.64
"TN","geo_N_5",9.64
"AL","geo_N_6",9.64
"KY","geo_N_6",9.64
"MS","geo_N_6",9.64
"TN","geo_N_6",9.64
"AL","geo_N_7",9.64
"KY","geo_N_7",9.64
"MS","geo_N_7",9.64
"TN","geo_N_7",9.64
"AL","geo_N_8",9.64
"KY","geo_N_8",9.64
"MS","geo_N_8",9.64
"TN","geo_N_8",9.64
"AL","geo_N_9",9.64
"KY","geo_N_9",9.64
"MS","geo_N_9",9.64
"TN","geo_N_9",9.64
"AL","geo_N_10",9.64
"KY","geo_N_10",9.64
"MS","geo_N_10",9.64
"TN","geo_N_10",9.64
"TX","col_N",6.87
"TX","col_Nccs",9.05
"TX","ngcc_N",3.11
"TX","ngcc_Nccs",6.45
"TX","ngtb_N",9.87
"TX","nuc_N",2.04
"TX","bio_N",5
"TX","lfg_N_hi",8.33
"TX","lfg_N_lo",8.33
"TX","lfg_N_vl",8.33
"TX","fc_N",48.99732548
"TX","geo_N_1",9.64
"TX","geo_N_2",9.64
"TX","geo_N_3",9.64
"TX","geo_N_4",9.64
"TX","geo_N_5",9.64
"TX","geo_N_6",9.64
"TX","geo_N_7",9.64
"TX","geo_N_8",9.64
"TX","geo_N_9",9.64
"TX","geo_N_10",9.64
"AR","col_N",6.87
"LA","col_N",6.87
"OK","col_N",6.87
"AR","col_Nccs",9.05
"LA","col_Nccs",9.05
"OK","col_Nccs",9.05
"AR","ngcc_N",3.11
"LA","ngcc_N",3.11
"OK","ngcc_N",3.11
"AR","ngcc_Nccs",6.45
"LA","ngcc_Nccs",6.45
"OK","ngcc_Nccs",6.45
"AR","ngtb_N",9.87
"LA","ngtb_N",9.87
"OK","ngtb_N",9.87
"AR","nuc_N",2.04
"LA","nuc_N",2.04
"OK","nuc_N",2.04
"AR","bio_N",5
"LA","bio_N",5
"OK","bio_N",5
"AR","lfg_N_hi",8.33
"LA","lfg_N_hi",8.33
"OK","lfg_N_hi",8.33
"AR","lfg_N_lo",8.33
"LA","lfg_N_lo",8.33
"OK","lfg_N_lo",8.33
"AR","lfg_N_vl",8.33
"LA","lfg_N_vl",8.33
"OK","lfg_N_vl",8.33
"AR","fc_N",48.99732548
"LA","fc_N",48.99732548
"OK","fc_N",48.99732548
"AR","geo_N_1",9.64
"LA","geo_N_1",9.64
"OK","geo_N_1",9.64
"AR","geo_N_2",9.64
"LA","geo_N_2",9.64
"OK","geo_N_2",9.64
"AR","geo_N_3",9.64
"LA","geo_N_3",9.64
"OK","geo_N_3",9.64
"AR","geo_N_4",9.64
"LA","geo_N_4",9.64
"OK","geo_N_4",9.64
"AR","geo_N_5",9.64
"LA","geo_N_5",9.64
"OK","geo_N_5",9.64
"AR","geo_N_6",9.64
"LA","geo_N_6",9.64
"OK","geo_N_6",9.64
"AR","geo_N_7",9.64
"LA","geo_N_7",9.64
"OK","geo_N_7",9.64
"AR","geo_N_8",9.64
"LA","geo_N_8",9.64
"OK","geo_N_8",9.64
"AR","geo_N_9",9.64
"LA","geo_N_9",9.64
"OK","geo_N_9",9.64
"AR","geo_N_10",9.64
"LA","geo_N_10",9.64
"OK","geo_N_10",9.64
"AZ","col_N",6.87
"CO","col_N",6.87
"ID","col_N",6.87
"MT","col_N",6.87
"NM","col_N",6.87
"NV","col_N",6.87
"UT","col_N",6.87
"WY","col_N",6.87
"AZ","col_Nccs",9.05
"CO","col_Nccs",9.05
"ID","col_Nccs",9.05
"MT","col_Nccs",9.05
"NM","col_Nccs",9.05
"NV","col_Nccs",9.05
"UT","col_Nccs",9.05
"WY","col_Nccs",9.05
"AZ","ngcc_N",3.11
"CO","ngcc_N",3.11
"ID","ngcc_N",3.11
"MT","ngcc_N",3.11
"NM","ngcc_N",3.11
"NV","ngcc_N",3.11
"UT","ngcc_N",3.11
"WY","ngcc_N",3.11
"AZ","ngcc_Nccs",6.45
"CO","ngcc_Nccs",6.45
"ID","ngcc_Nccs",6.45
"MT","ngcc_Nccs",6.45
"NM","ngcc_Nccs",6.45
"NV","ngcc_Nccs",6.45
"UT","ngcc_Nccs",6.45
"WY","ngcc_Nccs",6.45
"AZ","ngtb_N",9.87
"CO","ngtb_N",9.87
"ID","ngtb_N",9.87
"MT","ngtb_N",9.87
"NM","ngtb_N",9.87
"NV","ngtb_N",9.87
"UT","ngtb_N",9.87
"WY","ngtb_N",9.87
"AZ","nuc_N",2.04
"CO","nuc_N",2.04
"ID","nuc_N",2.04
"MT","nuc_N",2.04
"NM","nuc_N",2.04
"NV","nuc_N",2.04
"UT","nuc_N",2.04
"WY","nuc_N",2.04
"AZ","bio_N",5
"CO","bio_N",5
"ID","bio_N",5
"MT","bio_N",5
"NM","bio_N",5
"NV","bio_N",5
"UT","bio_N",5
"WY","bio_N",5
"AZ","lfg_N_hi",8.33
"CO","lfg_N_hi",8.33
"ID","lfg_N_hi",8.33
"MT","lfg_N_hi",8.33
"NM","lfg_N_hi",8.33
"NV","lfg_N_hi",8.33
"UT","lfg_N_hi",8.33
"WY","lfg_N_hi",8.33
"AZ","lfg_N_lo",8.33
"CO","lfg_N_lo",8.33
"ID","lfg_N_lo",8.33
"MT","lfg_N_lo",8.33
"NM","lfg_N_lo",8.33
"NV","lfg_N_lo",8.33
"UT","lfg_N_lo",8.33
"WY","lfg_N_lo",8.33
"AZ","lfg_N_vl",8.33
"CO","lfg_N_vl",8.33
"ID","lfg_N_vl",8.33
"MT","lfg_N_vl",8.33
"NM","lfg_N_vl",8.33
"NV","lfg_N_vl",8.33
"UT","lfg_N_vl",8.33
"WY","lfg_N_vl",8.33
"AZ","fc_N",48.99732548
"CO","fc_N",48.99732548
"ID","fc_N",48.99732548
"MT","fc_N",48.99732548
"NM","fc_N",48.99732548
"NV","fc_N",48.99732548
"UT","fc_N",48.99732548
"WY","fc_N",48.99732548
"AZ","geo_N_1",9.64
"CO","geo_N_1",9.64
"ID","geo_N_1",9.64
"MT","geo_N_1",9.64
"NM","geo_N_1",9.64
"NV","geo_N_1",9.64
"UT","geo_N_1",9.64
"WY","geo_N_1",9.64
"AZ","geo_N_2",9.64
"CO","geo_N_2",9.64
"ID","geo_N_2",9.64
"MT","geo_N_2",9.64
"NM","geo_N_2",9.64
"NV","geo_N_2",9.64
"UT","geo_N_2",9.64
"WY","geo_N_2",9.64
"AZ","geo_N_3",9.64
"CO","geo_N_3",9.64
"ID","geo_N_3",9.64
"MT","geo_N_3",9.64
"NM","geo_N_3",9.64
"NV","geo_N_3",9.64
"UT","geo_N_3",9.64
"WY","geo_N_3",9.64
"AZ","geo_N_4",9.64
"CO","geo_N_4",9.64
"ID","geo_N_4",9.64
"MT","geo_N_4",9.64
"NM","geo_N_4",9.64
"NV","geo_N_4",9.64
"UT","geo_N_4",9.64
"WY","geo_N_4",9.64
"AZ","geo_N_5",9.64
"CO","geo_N_5",9.64
"ID","geo_N_5",9.64
"MT","geo_N_5",9.64
"NM","geo_N_5",9.64
"NV","geo_N_5",9.64
"UT","geo_N_5",9.64
"WY","geo_N_5",9.64
"AZ","geo_N_6",9.64
"CO","geo_N_6",9.64
"ID","geo_N_6",9.64
"MT","geo_N_6",9.64
"NM","geo_N_6",9.64
"NV","geo_N_6",9.64
"UT","geo_N_6",9.64
"WY","geo_N_6",9.64
"AZ","geo_N_7",9.64
"CO","geo_N_7",9.64
"ID","geo_N_7",9.64
"MT","geo_N_7",9.64
"NM","geo_N_7",9.64
"NV","geo_N_7",9.64
"UT","geo_N_7",9.64
"WY","geo_N_7",9.64
"AZ","geo_N_8",9.64
"CO","geo_N_8",9.64
"ID","geo_N_8",9.64
"MT","geo_N_8",9.64
"NM","geo_N_8",9.64
"NV","geo_N_8",9.64
"UT","geo_N_8",9.64
"WY","geo_N_8",9.64
"AZ","geo_N_9",9.64
"CO","geo_N_9",9.64
"ID","geo_N_9",9.64
"MT","geo_N_9",9.64
"NM","geo_N_9",9.64
"NV","geo_N_9",9.64
"UT","geo_N_9",9.64
"WY","geo_N_9",9.64
"AZ","geo_N_10",9.64
"CO","geo_N_10",9.64
"ID","geo_N_10",9.64
"MT","geo_N_10",9.64
"NM","geo_N_10",9.64
"NV","geo_N_10",9.64
"UT","geo_N_10",9.64
"WY","geo_N_10",9.64
"CA","col_N",6.87
"CA","col_Nccs",9.05
"CA","ngcc_N",3.11
"CA","ngcc_Nccs",6.45
"CA","ngtb_N",9.87
"CA","nuc_N",2.04
"CA","bio_N",5
"CA","lfg_N_hi",8.33
"CA","lfg_N_lo",8.33
"CA","lfg_N_vl",8.33
"CA","fc_N",48.99732548
"CA","geo_N_1",9.64
"CA","geo_N_2",9.64
"CA","geo_N_3",9.64
"CA","geo_N_4",9.64
"CA","geo_N_5",9.64
"CA","geo_N_6",9.64
"CA","geo_N_7",9.64
"CA","geo_N_8",9.64
"CA","geo_N_9",9.64
"CA","geo_N_10",9.64
"OR","col_N",6.87
"WA","col_N",6.87
"OR","col_Nccs",9.05
"WA","col_Nccs",9.05
"OR","ngcc_N",3.11
"WA","ngcc_N",3.11
"OR","ngcc_Nccs",6.45
"WA","ngcc_Nccs",6.45
"OR","ngtb_N",9.87
"WA","ngtb_N",9.87
"OR","nuc_N",2.04
"WA","nuc_N",2.04
"OR","bio_N",5
"WA","bio_N",5
"OR","lfg_N_hi",8.33
"WA","lfg_N_hi",8.33
"OR","lfg_N_lo",8.33
"WA","lfg_N_lo",8.33
"OR","lfg_N_vl",8.33
"WA","lfg_N_vl",8.33
"OR","fc_N",48.99732548
"WA","fc_N",48.99732548
"OR","geo_N_1",9.64
"WA","geo_N_1",9.64
"OR","geo_N_2",9.64
"WA","geo_N_2",9.64
"OR","geo_N_3",9.64
"WA","geo_N_3",9.64
"OR","geo_N_4",9.64
"WA","geo_N_4",9.64
"OR","geo_N_5",9.64
"WA","geo_N_5",9.64
"OR","geo_N_6",9.64
"WA","geo_N_6",9.64
"OR","geo_N_7",9.64
"WA","geo_N_7",9.64
"OR","geo_N_8",9.64
"WA","geo_N_8",9.64
"OR","geo_N_9",9.64
"WA","geo_N_9",9.64
"OR","geo_N_10",9.64
"WA","geo_N_10",9.64
