"state","plant_type","load_segment","Value"
"NJ","geo_N_2","peak",0.87
"PA","geo_N_2","peak",0.87
"NJ","geo_N_3","sum_day",0.87
"PA","geo_N_3","sum_day",0.87
"NJ","geo_N_3","sum_mrnevn",0.87
"PA","geo_N_3","sum_mrnevn",0.87
"NJ","geo_N_3","sum_night",0.87
"PA","geo_N_3","sum_night",0.87
"NJ","geo_N_3","sprfl_day",0.87
"PA","geo_N_3","sprfl_day",0.87
"NJ","geo_N_3","sprfl_mrnevn",0.87
"PA","geo_N_3","sprfl_mrnevn",0.87
"NJ","geo_N_3","sprfl_night",0.87
"PA","geo_N_3","sprfl_night",0.87
"NJ","geo_N_3","wntr_day",0.87
"PA","geo_N_3","wntr_day",0.87
"NJ","geo_N_3","wntr_mrnevn",0.87
"PA","geo_N_3","wntr_mrnevn",0.87
"NJ","geo_N_3","wntr_night",0.87
"PA","geo_N_3","wntr_night",0.87
"NJ","geo_N_3","peak",0.87
"PA","geo_N_3","peak",0.87
"NJ","geo_N_4","sum_day",0.87
"PA","geo_N_4","sum_day",0.87
"NJ","geo_N_4","sum_mrnevn",0.87
"PA","geo_N_4","sum_mrnevn",0.87
"NJ","geo_N_4","sum_night",0.87
"PA","geo_N_4","sum_night",0.87
"NJ","geo_N_4","sprfl_day",0.87
"PA","geo_N_4","sprfl_day",0.87
"NJ","geo_N_4","sprfl_mrnevn",0.87
"PA","geo_N_4","sprfl_mrnevn",0.87
"NJ","geo_N_4","sprfl_night",0.87
"PA","geo_N_4","sprfl_night",0.87
"NJ","geo_N_4","wntr_day",0.87
"PA","geo_N_4","wntr_day",0.87
"NJ","geo_N_4","wntr_mrnevn",0.87
"PA","geo_N_4","wntr_mrnevn",0.87
"NJ","geo_N_4","wntr_night",0.87
"PA","geo_N_4","wntr_night",0.87
"NJ","geo_N_4","peak",0.87
"PA","geo_N_4","peak",0.87
"NJ","geo_N_5","sum_day",0.87
"PA","geo_N_5","sum_day",0.87
"NJ","geo_N_5","sum_mrnevn",0.87
"PA","geo_N_5","sum_mrnevn",0.87
"NJ","geo_N_5","sum_night",0.87
"PA","geo_N_5","sum_night",0.87
"NJ","geo_N_5","sprfl_day",0.87
"PA","geo_N_5","sprfl_day",0.87
"NJ","geo_N_5","sprfl_mrnevn",0.87
"PA","geo_N_5","sprfl_mrnevn",0.87
"NJ","geo_N_5","sprfl_night",0.87
"PA","geo_N_5","sprfl_night",0.87
"NJ","geo_N_5","wntr_day",0.87
"PA","geo_N_5","wntr_day",0.87
"NJ","geo_N_5","wntr_mrnevn",0.87
"PA","geo_N_5","wntr_mrnevn",0.87
"NJ","geo_N_5","wntr_night",0.87
"PA","geo_N_5","wntr_night",0.87
"NJ","geo_N_5","peak",0.87
"PA","geo_N_5","peak",0.87
"NJ","geo_N_6","sum_day",0.87
"PA","geo_N_6","sum_day",0.87
"NJ","geo_N_6","sum_mrnevn",0.87
"PA","geo_N_6","sum_mrnevn",0.87
"NJ","geo_N_6","sum_night",0.87
"PA","geo_N_6","sum_night",0.87
"NJ","geo_N_6","sprfl_day",0.87
"PA","geo_N_6","sprfl_day",0.87
"NJ","geo_N_6","sprfl_mrnevn",0.87
"PA","geo_N_6","sprfl_mrnevn",0.87
"NJ","geo_N_6","sprfl_night",0.87
"PA","geo_N_6","sprfl_night",0.87
"NJ","geo_N_6","wntr_day",0.87
"PA","geo_N_6","wntr_day",0.87
"NJ","geo_N_6","wntr_mrnevn",0.87
"PA","geo_N_6","wntr_mrnevn",0.87
"NJ","geo_N_6","wntr_night",0.87
"PA","geo_N_6","wntr_night",0.87
"NJ","geo_N_6","peak",0.87
"PA","geo_N_6","peak",0.87
"NJ","geo_N_7","sum_day",0.87
"PA","geo_N_7","sum_day",0.87
"NJ","geo_N_7","sum_mrnevn",0.87
"PA","geo_N_7","sum_mrnevn",0.87
"NJ","geo_N_7","sum_night",0.87
"PA","geo_N_7","sum_night",0.87
"NJ","geo_N_7","sprfl_day",0.87
"PA","geo_N_7","sprfl_day",0.87
"NJ","geo_N_7","sprfl_mrnevn",0.87
"PA","geo_N_7","sprfl_mrnevn",0.87
"NJ","geo_N_7","sprfl_night",0.87
"PA","geo_N_7","sprfl_night",0.87
"NJ","geo_N_7","wntr_day",0.87
"PA","geo_N_7","wntr_day",0.87
"NJ","geo_N_7","wntr_mrnevn",0.87
"PA","geo_N_7","wntr_mrnevn",0.87
"NJ","geo_N_7","wntr_night",0.87
"PA","geo_N_7","wntr_night",0.87
"NJ","geo_N_7","peak",0.87
"PA","geo_N_7","peak",0.87
"NJ","geo_N_8","sum_day",0.87
"PA","geo_N_8","sum_day",0.87
"NJ","geo_N_8","sum_mrnevn",0.87
"PA","geo_N_8","sum_mrnevn",0.87
"NJ","geo_N_8","sum_night",0.87
"PA","geo_N_8","sum_night",0.87
"NJ","geo_N_8","sprfl_day",0.87
"PA","geo_N_8","sprfl_day",0.87
"NJ","geo_N_8","sprfl_mrnevn",0.87
"PA","geo_N_8","sprfl_mrnevn",0.87
"NJ","geo_N_8","sprfl_night",0.87
"PA","geo_N_8","sprfl_night",0.87
"NJ","geo_N_8","wntr_day",0.87
"PA","geo_N_8","wntr_day",0.87
"NJ","geo_N_8","wntr_mrnevn",0.87
"PA","geo_N_8","wntr_mrnevn",0.87
"NJ","geo_N_8","wntr_night",0.87
"PA","geo_N_8","wntr_night",0.87
"NJ","geo_N_8","peak",0.87
"PA","geo_N_8","peak",0.87
"NJ","geo_N_9","sum_day",0.87
"PA","geo_N_9","sum_day",0.87
"NJ","geo_N_9","sum_mrnevn",0.87
"PA","geo_N_9","sum_mrnevn",0.87
"NJ","geo_N_9","sum_night",0.87
"PA","geo_N_9","sum_night",0.87
"NJ","geo_N_9","sprfl_day",0.87
"PA","geo_N_9","sprfl_day",0.87
"NJ","geo_N_9","sprfl_mrnevn",0.87
"PA","geo_N_9","sprfl_mrnevn",0.87
"NJ","geo_N_9","sprfl_night",0.87
"PA","geo_N_9","sprfl_night",0.87
"NJ","geo_N_9","wntr_day",0.87
"PA","geo_N_9","wntr_day",0.87
"NJ","geo_N_9","wntr_mrnevn",0.87
"PA","geo_N_9","wntr_mrnevn",0.87
"NJ","geo_N_9","wntr_night",0.87
"PA","geo_N_9","wntr_night",0.87
"NJ","geo_N_9","peak",0.87
"PA","geo_N_9","peak",0.87
"NJ","geo_N_10","sum_day",0.87
"PA","geo_N_10","sum_day",0.87
"NJ","geo_N_10","sum_mrnevn",0.87
"PA","geo_N_10","sum_mrnevn",0.87
"NJ","geo_N_10","sum_night",0.87
"PA","geo_N_10","sum_night",0.87
"NJ","geo_N_10","sprfl_day",0.87
"PA","geo_N_10","sprfl_day",0.87
"NJ","geo_N_10","sprfl_mrnevn",0.87
"PA","geo_N_10","sprfl_mrnevn",0.87
"NJ","geo_N_10","sprfl_night",0.87
"PA","geo_N_10","sprfl_night",0.87
"NJ","geo_N_10","wntr_day",0.87
"PA","geo_N_10","wntr_day",0.87
"NJ","geo_N_10","wntr_mrnevn",0.87
"PA","geo_N_10","wntr_mrnevn",0.87
"NJ","geo_N_10","wntr_night",0.87
"PA","geo_N_10","wntr_night",0.87
"NJ","geo_N_10","peak",0.87
"PA","geo_N_10","peak",0.87
"NJ","slrPV_N","sum_day",0.479285714
"PA","slrPV_N","sum_day",0.479285714
"NJ","slrPV_N","sum_mrnevn",0.010214286
"PA","slrPV_N","sum_mrnevn",0.010214286
"NJ","slrPV_N","sprfl_day",0.4752
"PA","slrPV_N","sprfl_day",0.4752
"NJ","slrPV_N","sprfl_mrnevn",0.144785455
"PA","slrPV_N","sprfl_mrnevn",0.144785455
"NJ","slrPV_N","wntr_day",0.4752
"PA","slrPV_N","wntr_day",0.4752
"NJ","slrPV_N","wntr_mrnevn",0.144785455
"PA","slrPV_N","wntr_mrnevn",0.144785455
"NJ","slrPV_N","peak",0.479285714
"PA","slrPV_N","peak",0.479285714
"NJ","wnd_Nonsh_3","sum_day",0.345018873
"PA","wnd_Nonsh_3","sum_day",0.345018873
"NJ","wnd_Nonsh_3","sum_mrnevn",0.335867406
"PA","wnd_Nonsh_3","sum_mrnevn",0.335867406
"NJ","wnd_Nonsh_3","sum_night",0.337937177
"PA","wnd_Nonsh_3","sum_night",0.337937177
"NJ","wnd_Nonsh_3","sprfl_day",0.213680349
"PA","wnd_Nonsh_3","sprfl_day",0.213680349
"NJ","wnd_Nonsh_3","sprfl_mrnevn",0.236826291
"PA","wnd_Nonsh_3","sprfl_mrnevn",0.236826291
"NJ","wnd_Nonsh_3","sprfl_night",0.248560696
"PA","wnd_Nonsh_3","sprfl_night",0.248560696
"NJ","wnd_Nonsh_3","wntr_day",0.213680349
"PA","wnd_Nonsh_3","wntr_day",0.213680349
"NJ","wnd_Nonsh_3","wntr_mrnevn",0.236826291
"PA","wnd_Nonsh_3","wntr_mrnevn",0.236826291
"NJ","wnd_Nonsh_3","wntr_night",0.248560696
"PA","wnd_Nonsh_3","wntr_night",0.248560696
"NJ","wnd_Nonsh_3","peak",0.345018873
"PA","wnd_Nonsh_3","peak",0.345018873
"NJ","wnd_Nonsh_4","sum_day",0.287286495
"PA","wnd_Nonsh_4","sum_day",0.287286495
"NJ","wnd_Nonsh_4","sum_mrnevn",0.300114603
"PA","wnd_Nonsh_4","sum_mrnevn",0.300114603
"NJ","wnd_Nonsh_4","sum_night",0.33059245
"PA","wnd_Nonsh_4","sum_night",0.33059245
"NJ","wnd_Nonsh_4","sprfl_day",0.245232785
"PA","wnd_Nonsh_4","sprfl_day",0.245232785
"NJ","wnd_Nonsh_4","sprfl_mrnevn",0.277899595
"PA","wnd_Nonsh_4","sprfl_mrnevn",0.277899595
"NJ","wnd_Nonsh_4","sprfl_night",0.302999694
"PA","wnd_Nonsh_4","sprfl_night",0.302999694
"NJ","wnd_Nonsh_4","wntr_day",0.245232785
"PA","wnd_Nonsh_4","wntr_day",0.245232785
"NJ","wnd_Nonsh_4","wntr_mrnevn",0.277899595
"PA","wnd_Nonsh_4","wntr_mrnevn",0.277899595
"NJ","wnd_Nonsh_4","wntr_night",0.302999694
"PA","wnd_Nonsh_4","wntr_night",0.302999694
"NJ","wnd_Nonsh_4","peak",0.287286495
"PA","wnd_Nonsh_4","peak",0.287286495
"NJ","wnd_Nonsh_5","sum_day",0.288125634
"PA","wnd_Nonsh_5","sum_day",0.288125634
"NJ","wnd_Nonsh_5","sum_mrnevn",0.33363657
"PA","wnd_Nonsh_5","sum_mrnevn",0.33363657
"NJ","wnd_Nonsh_5","sum_night",0.36105543
"PA","wnd_Nonsh_5","sum_night",0.36105543
"NJ","wnd_Nonsh_5","sprfl_day",0.33363657
"PA","wnd_Nonsh_5","sprfl_day",0.33363657
"NJ","wnd_Nonsh_5","sprfl_mrnevn",0.379408199
"PA","wnd_Nonsh_5","sprfl_mrnevn",0.379408199
"NJ","wnd_Nonsh_5","sprfl_night",0.415937267
"PA","wnd_Nonsh_5","sprfl_night",0.415937267
"NJ","wnd_Nonsh_5","wntr_day",0.33363657
"PA","wnd_Nonsh_5","wntr_day",0.33363657
"NJ","wnd_Nonsh_5","wntr_mrnevn",0.379408199
"PA","wnd_Nonsh_5","wntr_mrnevn",0.379408199
"NJ","wnd_Nonsh_5","wntr_night",0.415937267
"PA","wnd_Nonsh_5","wntr_night",0.415937267
"NJ","wnd_Nonsh_5","peak",0.288125634
"PA","wnd_Nonsh_5","peak",0.288125634
"NJ","wnd_Nonsh_6","sum_day",0.417675389
"PA","wnd_Nonsh_6","sum_day",0.417675389
"NJ","wnd_Nonsh_6","sum_mrnevn",0.450784299
"PA","wnd_Nonsh_6","sum_mrnevn",0.450784299
"NJ","wnd_Nonsh_6","sum_night",0.493452595
"PA","wnd_Nonsh_6","sum_night",0.493452595
"NJ","wnd_Nonsh_6","sprfl_day",0.353374721
"PA","wnd_Nonsh_6","sprfl_day",0.353374721
"NJ","wnd_Nonsh_6","sprfl_mrnevn",0.396738872
"PA","wnd_Nonsh_6","sprfl_mrnevn",0.396738872
"NJ","wnd_Nonsh_6","sprfl_night",0.435966439
"PA","wnd_Nonsh_6","sprfl_night",0.435966439
"NJ","wnd_Nonsh_6","wntr_day",0.353374721
"PA","wnd_Nonsh_6","wntr_day",0.353374721
"NJ","wnd_Nonsh_6","wntr_mrnevn",0.396738872
"PA","wnd_Nonsh_6","wntr_mrnevn",0.396738872
"NJ","wnd_Nonsh_6","wntr_night",0.435966439
"PA","wnd_Nonsh_6","wntr_night",0.435966439
"NJ","wnd_Nonsh_6","peak",0.417675389
"PA","wnd_Nonsh_6","peak",0.417675389
"NJ","wnd_Nonsh_7","sum_day",0.378899777
"PA","wnd_Nonsh_7","sum_day",0.378899777
"NJ","wnd_Nonsh_7","sum_mrnevn",0.455735345
"PA","wnd_Nonsh_7","sum_mrnevn",0.455735345
"NJ","wnd_Nonsh_7","sum_night",0.517082358
"PA","wnd_Nonsh_7","sum_night",0.517082358
"NJ","wnd_Nonsh_7","sprfl_day",0.523941509
"PA","wnd_Nonsh_7","sprfl_day",0.523941509
"NJ","wnd_Nonsh_7","sprfl_mrnevn",0.584510824
"PA","wnd_Nonsh_7","sprfl_mrnevn",0.584510824
"NJ","wnd_Nonsh_7","sprfl_night",0.635049478
"PA","wnd_Nonsh_7","sprfl_night",0.635049478
"NJ","wnd_Nonsh_7","wntr_day",0.523941509
"PA","wnd_Nonsh_7","wntr_day",0.523941509
"NJ","wnd_Nonsh_7","wntr_mrnevn",0.584510824
"PA","wnd_Nonsh_7","wntr_mrnevn",0.584510824
"NJ","wnd_Nonsh_7","wntr_night",0.635049478
"PA","wnd_Nonsh_7","wntr_night",0.635049478
"NJ","wnd_Nonsh_7","peak",0.378899777
"PA","wnd_Nonsh_7","peak",0.378899777
"NJ","wnd_Nshal_3","sum_day",0.306423117
"PA","wnd_Nshal_3","sum_day",0.306423117
"NJ","wnd_Nshal_3","sum_mrnevn",0.298295385
"PA","wnd_Nshal_3","sum_mrnevn",0.298295385
"NJ","wnd_Nshal_3","sum_night",0.30013362
"PA","wnd_Nshal_3","sum_night",0.30013362
"NJ","wnd_Nshal_3","sprfl_day",0.189776861
"PA","wnd_Nshal_3","sprfl_day",0.189776861
"NJ","wnd_Nshal_3","sprfl_mrnevn",0.210333568
"PA","wnd_Nshal_3","sprfl_mrnevn",0.210333568
"NJ","wnd_Nshal_3","sprfl_night",0.220755296
"PA","wnd_Nshal_3","sprfl_night",0.220755296
"NJ","wnd_Nshal_3","wntr_day",0.189776861
"PA","wnd_Nshal_3","wntr_day",0.189776861
"NJ","wnd_Nshal_3","wntr_mrnevn",0.210333568
"PA","wnd_Nshal_3","wntr_mrnevn",0.210333568
"NJ","wnd_Nshal_3","wntr_night",0.220755296
"PA","wnd_Nshal_3","wntr_night",0.220755296
"NJ","wnd_Nshal_3","peak",0.306423117
"PA","wnd_Nshal_3","peak",0.306423117
"NJ","wnd_Nshal_4","sum_day",0.285231586
"PA","wnd_Nshal_4","sum_day",0.285231586
"NJ","wnd_Nshal_4","sum_mrnevn",0.297967936
"PA","wnd_Nshal_4","sum_mrnevn",0.297967936
"NJ","wnd_Nshal_4","sum_night",0.32822778
"PA","wnd_Nshal_4","sum_night",0.32822778
"NJ","wnd_Nshal_4","sprfl_day",0.243478678
"PA","wnd_Nshal_4","sprfl_day",0.243478678
"NJ","wnd_Nshal_4","sprfl_mrnevn",0.275911828
"PA","wnd_Nshal_4","sprfl_mrnevn",0.275911828
"NJ","wnd_Nshal_4","sprfl_night",0.300832391
"PA","wnd_Nshal_4","sprfl_night",0.300832391
"NJ","wnd_Nshal_4","wntr_day",0.243478678
"PA","wnd_Nshal_4","wntr_day",0.243478678
"NJ","wnd_Nshal_4","wntr_mrnevn",0.275911828
"PA","wnd_Nshal_4","wntr_mrnevn",0.275911828
"NJ","wnd_Nshal_4","wntr_night",0.300832391
"PA","wnd_Nshal_4","wntr_night",0.300832391
"NJ","wnd_Nshal_4","peak",0.285231586
"PA","wnd_Nshal_4","peak",0.285231586
"NJ","wnd_Nshal_5","sum_day",0.271266924
"PA","wnd_Nshal_5","sum_day",0.271266924
"NJ","wnd_Nshal_5","sum_mrnevn",0.314114939
"PA","wnd_Nshal_5","sum_mrnevn",0.314114939
"NJ","wnd_Nshal_5","sum_night",0.339929476
"PA","wnd_Nshal_5","sum_night",0.339929476
"NJ","wnd_Nshal_5","sprfl_day",0.314114939
"PA","wnd_Nshal_5","sprfl_day",0.314114939
"NJ","wnd_Nshal_5","sprfl_mrnevn",0.357208394
"PA","wnd_Nshal_5","sprfl_mrnevn",0.357208394
"NJ","wnd_Nshal_5","sprfl_night",0.391600085
"PA","wnd_Nshal_5","sprfl_night",0.391600085
"NJ","wnd_Nshal_5","wntr_day",0.314114939
"PA","wnd_Nshal_5","wntr_day",0.314114939
"NJ","wnd_Nshal_5","wntr_mrnevn",0.357208394
"PA","wnd_Nshal_5","wntr_mrnevn",0.357208394
"NJ","wnd_Nshal_5","wntr_night",0.391600085
"PA","wnd_Nshal_5","wntr_night",0.391600085
"NJ","wnd_Nshal_5","peak",0.271266924
"PA","wnd_Nshal_5","peak",0.271266924
"NJ","wnd_Nshal_6","sum_day",0.420253767
"PA","wnd_Nshal_6","sum_day",0.420253767
"NJ","wnd_Nshal_6","sum_mrnevn",0.453567063
"PA","wnd_Nshal_6","sum_mrnevn",0.453567063
"NJ","wnd_Nshal_6","sum_night",0.496498757
"PA","wnd_Nshal_6","sum_night",0.496498757
"NJ","wnd_Nshal_6","sprfl_day",0.355556161
"PA","wnd_Nshal_6","sprfl_day",0.355556161
"NJ","wnd_Nshal_6","sprfl_mrnevn",0.399188006
"PA","wnd_Nshal_6","sprfl_mrnevn",0.399188006
"NJ","wnd_Nshal_6","sprfl_night",0.43865773
"PA","wnd_Nshal_6","sprfl_night",0.43865773
"NJ","wnd_Nshal_6","wntr_day",0.355556161
"PA","wnd_Nshal_6","wntr_day",0.355556161
"NJ","wnd_Nshal_6","wntr_mrnevn",0.399188006
"PA","wnd_Nshal_6","wntr_mrnevn",0.399188006
"NJ","wnd_Nshal_6","wntr_night",0.43865773
"PA","wnd_Nshal_6","wntr_night",0.43865773
"NJ","wnd_Nshal_6","peak",0.420253767
"PA","wnd_Nshal_6","peak",0.420253767
"NJ","wnd_Ndeep_3","sum_day",0.34151272
"PA","wnd_Ndeep_3","sum_day",0.34151272
"NJ","wnd_Ndeep_3","sum_mrnevn",0.332454251
"PA","wnd_Ndeep_3","sum_mrnevn",0.332454251
"NJ","wnd_Ndeep_3","sum_night",0.334502989
"PA","wnd_Ndeep_3","sum_night",0.334502989
"NJ","wnd_Ndeep_3","sprfl_day",0.211508885
"PA","wnd_Ndeep_3","sprfl_day",0.211508885
"NJ","wnd_Ndeep_3","sprfl_mrnevn",0.234419613
"PA","wnd_Ndeep_3","sprfl_mrnevn",0.234419613
"NJ","wnd_Ndeep_3","sprfl_night",0.246034771
"PA","wnd_Ndeep_3","sprfl_night",0.246034771
"NJ","wnd_Ndeep_3","wntr_day",0.211508885
"PA","wnd_Ndeep_3","wntr_day",0.211508885
"NJ","wnd_Ndeep_3","wntr_mrnevn",0.234419613
"PA","wnd_Ndeep_3","wntr_mrnevn",0.234419613
"NJ","wnd_Ndeep_3","wntr_night",0.246034771
"PA","wnd_Ndeep_3","wntr_night",0.246034771
"NJ","wnd_Ndeep_3","peak",0.34151272
"PA","wnd_Ndeep_3","peak",0.34151272
"NJ","wnd_Ndeep_4","sum_day",0.318643571
"PA","wnd_Ndeep_4","sum_day",0.318643571
"NJ","wnd_Ndeep_4","sum_mrnevn",0.332871855
"PA","wnd_Ndeep_4","sum_mrnevn",0.332871855
"NJ","wnd_Ndeep_4","sum_night",0.366676334
"PA","wnd_Ndeep_4","sum_night",0.366676334
"NJ","wnd_Ndeep_4","sprfl_day",0.271999734
"PA","wnd_Ndeep_4","sprfl_day",0.271999734
"NJ","wnd_Ndeep_4","sprfl_mrnevn",0.308232098
"PA","wnd_Ndeep_4","sprfl_mrnevn",0.308232098
"NJ","wnd_Ndeep_4","sprfl_night",0.336071852
"PA","wnd_Ndeep_4","sprfl_night",0.336071852
"NJ","wnd_Ndeep_4","wntr_day",0.271999734
"PA","wnd_Ndeep_4","wntr_day",0.271999734
"NJ","wnd_Ndeep_4","wntr_mrnevn",0.308232098
"PA","wnd_Ndeep_4","wntr_mrnevn",0.308232098
"NJ","wnd_Ndeep_4","wntr_night",0.336071852
"PA","wnd_Ndeep_4","wntr_night",0.336071852
"NJ","wnd_Ndeep_4","peak",0.318643571
"PA","wnd_Ndeep_4","peak",0.318643571
"NJ","wnd_Ndeep_5","sum_day",0.303831986
"PA","wnd_Ndeep_5","sum_day",0.303831986
"NJ","wnd_Ndeep_5","sum_mrnevn",0.351823822
"PA","wnd_Ndeep_5","sum_mrnevn",0.351823822
"NJ","wnd_Ndeep_5","sum_night",0.380737343
"PA","wnd_Ndeep_5","sum_night",0.380737343
"NJ","wnd_Ndeep_5","sprfl_day",0.351823822
"PA","wnd_Ndeep_5","sprfl_day",0.351823822
"NJ","wnd_Ndeep_5","sprfl_mrnevn",0.400090561
"PA","wnd_Ndeep_5","sprfl_mrnevn",0.400090561
"NJ","wnd_Ndeep_5","sprfl_night",0.438610908
"PA","wnd_Ndeep_5","sprfl_night",0.438610908
"NJ","wnd_Ndeep_5","wntr_day",0.351823822
"PA","wnd_Ndeep_5","wntr_day",0.351823822
"NJ","wnd_Ndeep_5","wntr_mrnevn",0.400090561
"PA","wnd_Ndeep_5","wntr_mrnevn",0.400090561
"NJ","wnd_Ndeep_5","wntr_night",0.438610908
"PA","wnd_Ndeep_5","wntr_night",0.438610908
"NJ","wnd_Ndeep_5","peak",0.303831986
"PA","wnd_Ndeep_5","peak",0.303831986
"NJ","wnd_Ndeep_6","sum_day",0.436824291
"PA","wnd_Ndeep_6","sum_day",0.436824291
"NJ","wnd_Ndeep_6","sum_mrnevn",0.471451125
"PA","wnd_Ndeep_6","sum_mrnevn",0.471451125
"NJ","wnd_Ndeep_6","sum_night",0.516075607
"PA","wnd_Ndeep_6","sum_night",0.516075607
"NJ","wnd_Ndeep_6","sprfl_day",0.369575671
"PA","wnd_Ndeep_6","sprfl_day",0.369575671
"NJ","wnd_Ndeep_6","sprfl_mrnevn",0.414927911
"PA","wnd_Ndeep_6","sprfl_mrnevn",0.414927911
"NJ","wnd_Ndeep_6","sprfl_night",0.455953919
"PA","wnd_Ndeep_6","sprfl_night",0.455953919
"NJ","wnd_Ndeep_6","wntr_day",0.369575671
"PA","wnd_Ndeep_6","wntr_day",0.369575671
"NJ","wnd_Ndeep_6","wntr_mrnevn",0.414927911
"PA","wnd_Ndeep_6","wntr_mrnevn",0.414927911
"NJ","wnd_Ndeep_6","wntr_night",0.455953919
"PA","wnd_Ndeep_6","wntr_night",0.455953919
"NJ","wnd_Ndeep_6","peak",0.436824291
"PA","wnd_Ndeep_6","peak",0.436824291
"IL","col_X1","sum_day",0.723515142
"IN","col_X1","sum_day",0.723515142
"MI","col_X1","sum_day",0.723515142
"OH","col_X1","sum_day",0.723515142
"WI","col_X1","sum_day",0.723515142
"IL","col_X1","sum_mrnevn",0.723515142
"IN","col_X1","sum_mrnevn",0.723515142
"MI","col_X1","sum_mrnevn",0.723515142
"OH","col_X1","sum_mrnevn",0.723515142
"WI","col_X1","sum_mrnevn",0.723515142
"IL","col_X1","sum_night",0.723515142
"IN","col_X1","sum_night",0.723515142
"MI","col_X1","sum_night",0.723515142
"OH","col_X1","sum_night",0.723515142
"WI","col_X1","sum_night",0.723515142
"IL","col_X1","sprfl_day",0.671603988
"IN","col_X1","sprfl_day",0.671603988
"MI","col_X1","sprfl_day",0.671603988
"OH","col_X1","sprfl_day",0.671603988
"WI","col_X1","sprfl_day",0.671603988
"IL","col_X1","sprfl_mrnevn",0.671603988
"IN","col_X1","sprfl_mrnevn",0.671603988
"MI","col_X1","sprfl_mrnevn",0.671603988
"OH","col_X1","sprfl_mrnevn",0.671603988
"WI","col_X1","sprfl_mrnevn",0.671603988
"IL","col_X1","sprfl_night",0.671603988
"IN","col_X1","sprfl_night",0.671603988
"MI","col_X1","sprfl_night",0.671603988
"OH","col_X1","sprfl_night",0.671603988
"WI","col_X1","sprfl_night",0.671603988
"IL","col_X1","wntr_day",0.671603988
"IN","col_X1","wntr_day",0.671603988
"MI","col_X1","wntr_day",0.671603988
"OH","col_X1","wntr_day",0.671603988
"WI","col_X1","wntr_day",0.671603988
"IL","col_X1","wntr_mrnevn",0.671603988
"IN","col_X1","wntr_mrnevn",0.671603988
"MI","col_X1","wntr_mrnevn",0.671603988
"OH","col_X1","wntr_mrnevn",0.671603988
"WI","col_X1","wntr_mrnevn",0.671603988
"IL","col_X1","wntr_night",0.671603988
"IN","col_X1","wntr_night",0.671603988
"MI","col_X1","wntr_night",0.671603988
"OH","col_X1","wntr_night",0.671603988
"WI","col_X1","wntr_night",0.671603988
"IL","col_X1","peak",0.723515142
"IN","col_X1","peak",0.723515142
"MI","col_X1","peak",0.723515142
"OH","col_X1","peak",0.723515142
"WI","col_X1","peak",0.723515142
"IL","col_X2","sum_day",0.764325253
"IN","col_X2","sum_day",0.764325253
"MI","col_X2","sum_day",0.764325253
"OH","col_X2","sum_day",0.764325253
"WI","col_X2","sum_day",0.764325253
"IL","col_X2","sum_mrnevn",0.764325253
"IN","col_X2","sum_mrnevn",0.764325253
"MI","col_X2","sum_mrnevn",0.764325253
"OH","col_X2","sum_mrnevn",0.764325253
"WI","col_X2","sum_mrnevn",0.764325253
"IL","col_X2","sum_night",0.764325253
"IN","col_X2","sum_night",0.764325253
"MI","col_X2","sum_night",0.764325253
"OH","col_X2","sum_night",0.764325253
"WI","col_X2","sum_night",0.764325253
"IL","col_X2","sprfl_day",0.709670335
"IN","col_X2","sprfl_day",0.709670335
"MI","col_X2","sprfl_day",0.709670335
"OH","col_X2","sprfl_day",0.709670335
"WI","col_X2","sprfl_day",0.709670335
"IL","col_X2","sprfl_mrnevn",0.709670335
"IN","col_X2","sprfl_mrnevn",0.709670335
"MI","col_X2","sprfl_mrnevn",0.709670335
"OH","col_X2","sprfl_mrnevn",0.709670335
"WI","col_X2","sprfl_mrnevn",0.709670335
"IL","col_X2","sprfl_night",0.709670335
"IN","col_X2","sprfl_night",0.709670335
"MI","col_X2","sprfl_night",0.709670335
"OH","col_X2","sprfl_night",0.709670335
"WI","col_X2","sprfl_night",0.709670335
"IL","col_X2","wntr_day",0.709670335
"IN","col_X2","wntr_day",0.709670335
"MI","col_X2","wntr_day",0.709670335
"OH","col_X2","wntr_day",0.709670335
"WI","col_X2","wntr_day",0.709670335
"IL","col_X2","wntr_mrnevn",0.709670335
"IN","col_X2","wntr_mrnevn",0.709670335
"MI","col_X2","wntr_mrnevn",0.709670335
"OH","col_X2","wntr_mrnevn",0.709670335
"WI","col_X2","wntr_mrnevn",0.709670335
"IL","col_X2","wntr_night",0.709670335
"IN","col_X2","wntr_night",0.709670335
"MI","col_X2","wntr_night",0.709670335
"OH","col_X2","wntr_night",0.709670335
"WI","col_X2","wntr_night",0.709670335
"IL","col_X2","peak",0.764325253
"IN","col_X2","peak",0.764325253
"MI","col_X2","peak",0.764325253
"OH","col_X2","peak",0.764325253
"WI","col_X2","peak",0.764325253
"IL","col_X3","sum_day",0.704566447
"IN","col_X3","sum_day",0.704566447
"MI","col_X3","sum_day",0.704566447
"OH","col_X3","sum_day",0.704566447
"WI","col_X3","sum_day",0.704566447
"IL","col_X3","sum_mrnevn",0.704566447
"IN","col_X3","sum_mrnevn",0.704566447
"MI","col_X3","sum_mrnevn",0.704566447
"OH","col_X3","sum_mrnevn",0.704566447
"WI","col_X3","sum_mrnevn",0.704566447
"IL","col_X3","sum_night",0.704566447
"IN","col_X3","sum_night",0.704566447
