"state","plant_type","load_segment","Value"
"GA","msw_X","sum_mrnevn",0.9
"MD","msw_X","sum_mrnevn",0.9
"NC","msw_X","sum_mrnevn",0.9
"SC","msw_X","sum_mrnevn",0.9
"VA","msw_X","sum_mrnevn",0.9
"WV","msw_X","sum_mrnevn",0.9
"DC","msw_X","sum_night",0.9
"DE","msw_X","sum_night",0.9
"GA","msw_X","sum_night",0.9
"MD","msw_X","sum_night",0.9
"NC","msw_X","sum_night",0.9
"SC","msw_X","sum_night",0.9
"VA","msw_X","sum_night",0.9
"WV","msw_X","sum_night",0.9
"DC","msw_X","sprfl_day",0.9
"DE","msw_X","sprfl_day",0.9
"GA","msw_X","sprfl_day",0.9
"MD","msw_X","sprfl_day",0.9
"NC","msw_X","sprfl_day",0.9
"SC","msw_X","sprfl_day",0.9
"VA","msw_X","sprfl_day",0.9
"WV","msw_X","sprfl_day",0.9
"DC","msw_X","sprfl_mrnevn",0.9
"DE","msw_X","sprfl_mrnevn",0.9
"GA","msw_X","sprfl_mrnevn",0.9
"MD","msw_X","sprfl_mrnevn",0.9
"NC","msw_X","sprfl_mrnevn",0.9
"SC","msw_X","sprfl_mrnevn",0.9
"VA","msw_X","sprfl_mrnevn",0.9
"WV","msw_X","sprfl_mrnevn",0.9
"DC","msw_X","sprfl_night",0.9
"DE","msw_X","sprfl_night",0.9
"GA","msw_X","sprfl_night",0.9
"MD","msw_X","sprfl_night",0.9
"NC","msw_X","sprfl_night",0.9
"SC","msw_X","sprfl_night",0.9
"VA","msw_X","sprfl_night",0.9
"WV","msw_X","sprfl_night",0.9
"DC","msw_X","wntr_day",0.9
"DE","msw_X","wntr_day",0.9
"GA","msw_X","wntr_day",0.9
"MD","msw_X","wntr_day",0.9
"NC","msw_X","wntr_day",0.9
"SC","msw_X","wntr_day",0.9
"VA","msw_X","wntr_day",0.9
"WV","msw_X","wntr_day",0.9
"DC","msw_X","wntr_mrnevn",0.9
"DE","msw_X","wntr_mrnevn",0.9
"GA","msw_X","wntr_mrnevn",0.9
"MD","msw_X","wntr_mrnevn",0.9
"NC","msw_X","wntr_mrnevn",0.9
"SC","msw_X","wntr_mrnevn",0.9
"VA","msw_X","wntr_mrnevn",0.9
"WV","msw_X","wntr_mrnevn",0.9
"DC","msw_X","wntr_night",0.9
"DE","msw_X","wntr_night",0.9
"GA","msw_X","wntr_night",0.9
"MD","msw_X","wntr_night",0.9
"NC","msw_X","wntr_night",0.9
"SC","msw_X","wntr_night",0.9
"VA","msw_X","wntr_night",0.9
"WV","msw_X","wntr_night",0.9
"DC","msw_X","peak",0.9
"DE","msw_X","peak",0.9
"GA","msw_X","peak",0.9
"MD","msw_X","peak",0.9
"NC","msw_X","peak",0.9
"SC","msw_X","peak",0.9
"VA","msw_X","peak",0.9
"WV","msw_X","peak",0.9
"DC","wnd_X","sum_day",0.376187124
"DE","wnd_X","sum_day",0.376187124
"GA","wnd_X","sum_day",0.376187124
"MD","wnd_X","sum_day",0.376187124
"NC","wnd_X","sum_day",0.376187124
"SC","wnd_X","sum_day",0.376187124
"VA","wnd_X","sum_day",0.376187124
"WV","wnd_X","sum_day",0.376187124
"DC","wnd_X","sum_mrnevn",0.435607828
"DE","wnd_X","sum_mrnevn",0.435607828
"GA","wnd_X","sum_mrnevn",0.435607828
"MD","wnd_X","sum_mrnevn",0.435607828
"NC","wnd_X","sum_mrnevn",0.435607828
"SC","wnd_X","sum_mrnevn",0.435607828
"VA","wnd_X","sum_mrnevn",0.435607828
"WV","wnd_X","sum_mrnevn",0.435607828
"DC","wnd_X","sum_night",0.471406871
"DE","wnd_X","sum_night",0.471406871
"GA","wnd_X","sum_night",0.471406871
"MD","wnd_X","sum_night",0.471406871
"NC","wnd_X","sum_night",0.471406871
"SC","wnd_X","sum_night",0.471406871
"VA","wnd_X","sum_night",0.471406871
"WV","wnd_X","sum_night",0.471406871
"DC","wnd_X","sprfl_day",0.435607828
"DE","wnd_X","sprfl_day",0.435607828
"GA","wnd_X","sprfl_day",0.435607828
"MD","wnd_X","sprfl_day",0.435607828
"NC","wnd_X","sprfl_day",0.435607828
"SC","wnd_X","sprfl_day",0.435607828
"VA","wnd_X","sprfl_day",0.435607828
"WV","wnd_X","sprfl_day",0.435607828
"DC","wnd_X","sprfl_mrnevn",0.495368902
"DE","wnd_X","sprfl_mrnevn",0.495368902
"GA","wnd_X","sprfl_mrnevn",0.495368902
"MD","wnd_X","sprfl_mrnevn",0.495368902
"NC","wnd_X","sprfl_mrnevn",0.495368902
"SC","wnd_X","sprfl_mrnevn",0.495368902
"VA","wnd_X","sprfl_mrnevn",0.495368902
"WV","wnd_X","sprfl_mrnevn",0.495368902
"DC","wnd_X","sprfl_night",0.543062559
"DE","wnd_X","sprfl_night",0.543062559
"GA","wnd_X","sprfl_night",0.543062559
"MD","wnd_X","sprfl_night",0.543062559
"NC","wnd_X","sprfl_night",0.543062559
"SC","wnd_X","sprfl_night",0.543062559
"VA","wnd_X","sprfl_night",0.543062559
"WV","wnd_X","sprfl_night",0.543062559
"DC","wnd_X","wntr_day",0.435607828
"DE","wnd_X","wntr_day",0.435607828
"GA","wnd_X","wntr_day",0.435607828
"MD","wnd_X","wntr_day",0.435607828
"NC","wnd_X","wntr_day",0.435607828
"SC","wnd_X","wntr_day",0.435607828
"VA","wnd_X","wntr_day",0.435607828
"WV","wnd_X","wntr_day",0.435607828
"DC","wnd_X","wntr_mrnevn",0.495368902
"DE","wnd_X","wntr_mrnevn",0.495368902
"GA","wnd_X","wntr_mrnevn",0.495368902
"MD","wnd_X","wntr_mrnevn",0.495368902
"NC","wnd_X","wntr_mrnevn",0.495368902
"SC","wnd_X","wntr_mrnevn",0.495368902
"VA","wnd_X","wntr_mrnevn",0.495368902
"WV","wnd_X","wntr_mrnevn",0.495368902
"DC","wnd_X","wntr_night",0.543062559
"DE","wnd_X","wntr_night",0.543062559
"GA","wnd_X","wntr_night",0.543062559
"MD","wnd_X","wntr_night",0.543062559
"NC","wnd_X","wntr_night",0.543062559
"SC","wnd_X","wntr_night",0.543062559
"VA","wnd_X","wntr_night",0.543062559
"WV","wnd_X","wntr_night",0.543062559
"DC","wnd_X","peak",0.376187124
"DE","wnd_X","peak",0.376187124
"GA","wnd_X","peak",0.376187124
"MD","wnd_X","peak",0.376187124
"NC","wnd_X","peak",0.376187124
"SC","wnd_X","peak",0.376187124
"VA","wnd_X","peak",0.376187124
"WV","wnd_X","peak",0.376187124
"DC","oth_X","sum_day",0.9
"DE","oth_X","sum_day",0.9
"GA","oth_X","sum_day",0.9
"MD","oth_X","sum_day",0.9
"NC","oth_X","sum_day",0.9
"SC","oth_X","sum_day",0.9
"VA","oth_X","sum_day",0.9
"WV","oth_X","sum_day",0.9
"DC","oth_X","sum_mrnevn",0.9
"DE","oth_X","sum_mrnevn",0.9
"GA","oth_X","sum_mrnevn",0.9
"MD","oth_X","sum_mrnevn",0.9
"NC","oth_X","sum_mrnevn",0.9
"SC","oth_X","sum_mrnevn",0.9
"VA","oth_X","sum_mrnevn",0.9
"WV","oth_X","sum_mrnevn",0.9
"DC","oth_X","sum_night",0.9
"DE","oth_X","sum_night",0.9
"GA","oth_X","sum_night",0.9
"MD","oth_X","sum_night",0.9
"NC","oth_X","sum_night",0.9
"SC","oth_X","sum_night",0.9
"VA","oth_X","sum_night",0.9
"WV","oth_X","sum_night",0.9
"DC","oth_X","sprfl_day",0.9
"DE","oth_X","sprfl_day",0.9
"GA","oth_X","sprfl_day",0.9
"MD","oth_X","sprfl_day",0.9
"NC","oth_X","sprfl_day",0.9
"SC","oth_X","sprfl_day",0.9
"VA","oth_X","sprfl_day",0.9
"WV","oth_X","sprfl_day",0.9
"DC","oth_X","sprfl_mrnevn",0.9
"DE","oth_X","sprfl_mrnevn",0.9
"GA","oth_X","sprfl_mrnevn",0.9
"MD","oth_X","sprfl_mrnevn",0.9
"NC","oth_X","sprfl_mrnevn",0.9
"SC","oth_X","sprfl_mrnevn",0.9
"VA","oth_X","sprfl_mrnevn",0.9
"WV","oth_X","sprfl_mrnevn",0.9
"DC","oth_X","sprfl_night",0.9
"DE","oth_X","sprfl_night",0.9
"GA","oth_X","sprfl_night",0.9
"MD","oth_X","sprfl_night",0.9
"NC","oth_X","sprfl_night",0.9
"SC","oth_X","sprfl_night",0.9
"VA","oth_X","sprfl_night",0.9
"WV","oth_X","sprfl_night",0.9
"DC","oth_X","wntr_day",0.9
"DE","oth_X","wntr_day",0.9
"GA","oth_X","wntr_day",0.9
"MD","oth_X","wntr_day",0.9
"NC","oth_X","wntr_day",0.9
"SC","oth_X","wntr_day",0.9
"VA","oth_X","wntr_day",0.9
"WV","oth_X","wntr_day",0.9
"DC","oth_X","wntr_mrnevn",0.9
"DE","oth_X","wntr_mrnevn",0.9
"GA","oth_X","wntr_mrnevn",0.9
"MD","oth_X","wntr_mrnevn",0.9
"NC","oth_X","wntr_mrnevn",0.9
"SC","oth_X","wntr_mrnevn",0.9
"VA","oth_X","wntr_mrnevn",0.9
"WV","oth_X","wntr_mrnevn",0.9
"DC","oth_X","wntr_night",0.9
"DE","oth_X","wntr_night",0.9
"GA","oth_X","wntr_night",0.9
"MD","oth_X","wntr_night",0.9
"NC","oth_X","wntr_night",0.9
"SC","oth_X","wntr_night",0.9
"VA","oth_X","wntr_night",0.9
"WV","oth_X","wntr_night",0.9
"DC","oth_X","peak",0.9
"DE","oth_X","peak",0.9
"GA","oth_X","peak",0.9
"MD","oth_X","peak",0.9
"NC","oth_X","peak",0.9
"SC","oth_X","peak",0.9
"VA","oth_X","peak",0.9
"WV","oth_X","peak",0.9
"DC","ps_X","sum_day",0.926376239
"DE","ps_X","sum_day",0.926376239
"GA","ps_X","sum_day",0.926376239
"MD","ps_X","sum_day",0.926376239
"NC","ps_X","sum_day",0.926376239
"SC","ps_X","sum_day",0.926376239
"VA","ps_X","sum_day",0.926376239
"WV","ps_X","sum_day",0.926376239
"DC","ps_X","sum_mrnevn",0.926376239
"DE","ps_X","sum_mrnevn",0.926376239
"GA","ps_X","sum_mrnevn",0.926376239
"MD","ps_X","sum_mrnevn",0.926376239
"NC","ps_X","sum_mrnevn",0.926376239
"SC","ps_X","sum_mrnevn",0.926376239
"VA","ps_X","sum_mrnevn",0.926376239
"WV","ps_X","sum_mrnevn",0.926376239
"DC","ps_X","sum_night",0.926376239
"DE","ps_X","sum_night",0.926376239
"GA","ps_X","sum_night",0.926376239
"MD","ps_X","sum_night",0.926376239
"NC","ps_X","sum_night",0.926376239
"SC","ps_X","sum_night",0.926376239
"VA","ps_X","sum_night",0.926376239
"WV","ps_X","sum_night",0.926376239
"DC","ps_X","sprfl_day",0.875452532
"DE","ps_X","sprfl_day",0.875452532
"GA","ps_X","sprfl_day",0.875452532
"MD","ps_X","sprfl_day",0.875452532
"NC","ps_X","sprfl_day",0.875452532
"SC","ps_X","sprfl_day",0.875452532
"VA","ps_X","sprfl_day",0.875452532
"WV","ps_X","sprfl_day",0.875452532
"DC","ps_X","sprfl_mrnevn",0.875452532
"DE","ps_X","sprfl_mrnevn",0.875452532
"GA","ps_X","sprfl_mrnevn",0.875452532
"MD","ps_X","sprfl_mrnevn",0.875452532
"NC","ps_X","sprfl_mrnevn",0.875452532
"SC","ps_X","sprfl_mrnevn",0.875452532
"VA","ps_X","sprfl_mrnevn",0.875452532
"WV","ps_X","sprfl_mrnevn",0.875452532
"DC","ps_X","sprfl_night",0.875452532
"DE","ps_X","sprfl_night",0.875452532
"GA","ps_X","sprfl_night",0.875452532
"MD","ps_X","sprfl_night",0.875452532
"NC","ps_X","sprfl_night",0.875452532
"SC","ps_X","sprfl_night",0.875452532
"VA","ps_X","sprfl_night",0.875452532
"WV","ps_X","sprfl_night",0.875452532
"DC","ps_X","wntr_day",0.875452532
"DE","ps_X","wntr_day",0.875452532
"GA","ps_X","wntr_day",0.875452532
"MD","ps_X","wntr_day",0.875452532
"NC","ps_X","wntr_day",0.875452532
"SC","ps_X","wntr_day",0.875452532
"VA","ps_X","wntr_day",0.875452532
"WV","ps_X","wntr_day",0.875452532
"DC","ps_X","wntr_mrnevn",0.875452532
"DE","ps_X","wntr_mrnevn",0.875452532
"GA","ps_X","wntr_mrnevn",0.875452532
"MD","ps_X","wntr_mrnevn",0.875452532
"NC","ps_X","wntr_mrnevn",0.875452532
"SC","ps_X","wntr_mrnevn",0.875452532
"VA","ps_X","wntr_mrnevn",0.875452532
"WV","ps_X","wntr_mrnevn",0.875452532
"DC","ps_X","wntr_night",0.875452532
"DE","ps_X","wntr_night",0.875452532
"GA","ps_X","wntr_night",0.875452532
"MD","ps_X","wntr_night",0.875452532
"NC","ps_X","wntr_night",0.875452532
"SC","ps_X","wntr_night",0.875452532
"VA","ps_X","wntr_night",0.875452532
"WV","ps_X","wntr_night",0.875452532
"DC","ps_X","peak",0.926376239
"DE","ps_X","peak",0.926376239
"GA","ps_X","peak",0.926376239
"MD","ps_X","peak",0.926376239
"NC","ps_X","peak",0.926376239
"SC","ps_X","peak",0.926376239
"VA","ps_X","peak",0.926376239
"WV","ps_X","peak",0.926376239
"DC","col_N","sum_day",0.85
"DE","col_N","sum_day",0.85
"GA","col_N","sum_day",0.85
"MD","col_N","sum_day",0.85
"NC","col_N","sum_day",0.85
"SC","col_N","sum_day",0.85
"VA","col_N","sum_day",0.85
"WV","col_N","sum_day",0.85
"DC","col_N","sum_mrnevn",0.85
"DE","col_N","sum_mrnevn",0.85
"GA","col_N","sum_mrnevn",0.85
"MD","col_N","sum_mrnevn",0.85
"NC","col_N","sum_mrnevn",0.85
"SC","col_N","sum_mrnevn",0.85
"VA","col_N","sum_mrnevn",0.85
"WV","col_N","sum_mrnevn",0.85
"DC","col_N","sum_night",0.85
"DE","col_N","sum_night",0.85
"GA","col_N","sum_night",0.85
"MD","col_N","sum_night",0.85
"NC","col_N","sum_night",0.85
"SC","col_N","sum_night",0.85
"VA","col_N","sum_night",0.85
"WV","col_N","sum_night",0.85
"DC","col_N","sprfl_day",0.85
"DE","col_N","sprfl_day",0.85
"GA","col_N","sprfl_day",0.85
"MD","col_N","sprfl_day",0.85
"NC","col_N","sprfl_day",0.85
"SC","col_N","sprfl_day",0.85
"VA","col_N","sprfl_day",0.85
"WV","col_N","sprfl_day",0.85
"DC","col_N","sprfl_mrnevn",0.85
"DE","col_N","sprfl_mrnevn",0.85
"GA","col_N","sprfl_mrnevn",0.85
"MD","col_N","sprfl_mrnevn",0.85
"NC","col_N","sprfl_mrnevn",0.85
"SC","col_N","sprfl_mrnevn",0.85
"VA","col_N","sprfl_mrnevn",0.85
"WV","col_N","sprfl_mrnevn",0.85
"DC","col_N","sprfl_night",0.85
"DE","col_N","sprfl_night",0.85
"GA","col_N","sprfl_night",0.85
"MD","col_N","sprfl_night",0.85
"NC","col_N","sprfl_night",0.85
"SC","col_N","sprfl_night",0.85
"VA","col_N","sprfl_night",0.85
"WV","col_N","sprfl_night",0.85
"DC","col_N","wntr_day",0.85
"DE","col_N","wntr_day",0.85
"GA","col_N","wntr_day",0.85
"MD","col_N","wntr_day",0.85
"NC","col_N","wntr_day",0.85
"SC","col_N","wntr_day",0.85
"VA","col_N","wntr_day",0.85
"WV","col_N","wntr_day",0.85
"DC","col_N","wntr_mrnevn",0.85
"DE","col_N","wntr_mrnevn",0.85
"GA","col_N","wntr_mrnevn",0.85
"MD","col_N","wntr_mrnevn",0.85
"NC","col_N","wntr_mrnevn",0.85
"SC","col_N","wntr_mrnevn",0.85
"VA","col_N","wntr_mrnevn",0.85
"WV","col_N","wntr_mrnevn",0.85
"DC","col_N","wntr_night",0.85
"DE","col_N","wntr_night",0.85
"GA","col_N","wntr_night",0.85
"MD","col_N","wntr_night",0.85
"NC","col_N","wntr_night",0.85
"SC","col_N","wntr_night",0.85
"VA","col_N","wntr_night",0.85
"WV","col_N","wntr_night",0.85
"DC","col_N","peak",0.85
"DE","col_N","peak",0.85
"GA","col_N","peak",0.85
"MD","col_N","peak",0.85
"NC","col_N","peak",0.85
"SC","col_N","peak",0.85
"VA","col_N","peak",0.85
"WV","col_N","peak",0.85
"DC","col_Nccs","sum_day",0.85
"DE","col_Nccs","sum_day",0.85
"GA","col_Nccs","sum_day",0.85
"MD","col_Nccs","sum_day",0.85
"NC","col_Nccs","sum_day",0.85
"SC","col_Nccs","sum_day",0.85
"VA","col_Nccs","sum_day",0.85
"WV","col_Nccs","sum_day",0.85
"DC","col_Nccs","sum_mrnevn",0.85
"DE","col_Nccs","sum_mrnevn",0.85
"GA","col_Nccs","sum_mrnevn",0.85
"MD","col_Nccs","sum_mrnevn",0.85
"NC","col_Nccs","sum_mrnevn",0.85
"SC","col_Nccs","sum_mrnevn",0.85
"VA","col_Nccs","sum_mrnevn",0.85
"WV","col_Nccs","sum_mrnevn",0.85
"DC","col_Nccs","sum_night",0.85
"DE","col_Nccs","sum_night",0.85
"GA","col_Nccs","sum_night",0.85
"MD","col_Nccs","sum_night",0.85
"NC","col_Nccs","sum_night",0.85
"SC","col_Nccs","sum_night",0.85
"VA","col_Nccs","sum_night",0.85
"WV","col_Nccs","sum_night",0.85
"DC","col_Nccs","sprfl_day",0.85
"DE","col_Nccs","sprfl_day",0.85
"GA","col_Nccs","sprfl_day",0.85
"MD","col_Nccs","sprfl_day",0.85
"NC","col_Nccs","sprfl_day",0.85
"SC","col_Nccs","sprfl_day",0.85
"VA","col_Nccs","sprfl_day",0.85
"WV","col_Nccs","sprfl_day",0.85
"DC","col_Nccs","sprfl_mrnevn",0.85
"DE","col_Nccs","sprfl_mrnevn",0.85
"GA","col_Nccs","sprfl_mrnevn",0.85
"MD","col_Nccs","sprfl_mrnevn",0.85
"NC","col_Nccs","sprfl_mrnevn",0.85
"SC","col_Nccs","sprfl_mrnevn",0.85
"VA","col_Nccs","sprfl_mrnevn",0.85
"WV","col_Nccs","sprfl_mrnevn",0.85
"DC","col_Nccs","sprfl_night",0.85
"DE","col_Nccs","sprfl_night",0.85
"GA","col_Nccs","sprfl_night",0.85
"MD","col_Nccs","sprfl_night",0.85
"NC","col_Nccs","sprfl_night",0.85
"SC","col_Nccs","sprfl_night",0.85
"VA","col_Nccs","sprfl_night",0.85
"WV","col_Nccs","sprfl_night",0.85
"DC","col_Nccs","wntr_day",0.85
"DE","col_Nccs","wntr_day",0.85
"GA","col_Nccs","wntr_day",0.85
"MD","col_Nccs","wntr_day",0.85
"NC","col_Nccs","wntr_day",0.85
"SC","col_Nccs","wntr_day",0.85
"VA","col_Nccs","wntr_day",0.85
"WV","col_Nccs","wntr_day",0.85
"DC","col_Nccs","wntr_mrnevn",0.85
"DE","col_Nccs","wntr_mrnevn",0.85
"GA","col_Nccs","wntr_mrnevn",0.85
"MD","col_Nccs","wntr_mrnevn",0.85
"NC","col_Nccs","wntr_mrnevn",0.85
"SC","col_Nccs","wntr_mrnevn",0.85
"VA","col_Nccs","wntr_mrnevn",0.85
"WV","col_Nccs","wntr_mrnevn",0.85
"DC","col_Nccs","wntr_night",0.85
"DE","col_Nccs","wntr_night",0.85
"GA","col_Nccs","wntr_night",0.85
"MD","col_Nccs","wntr_night",0.85
"NC","col_Nccs","wntr_night",0.85
"SC","col_Nccs","wntr_night",0.85
"VA","col_Nccs","wntr_night",0.85
"WV","col_Nccs","wntr_night",0.85
"DC","col_Nccs","peak",0.85
"DE","col_Nccs","peak",0.85
"GA","col_Nccs","peak",0.85
"MD","col_Nccs","peak",0.85
"NC","col_Nccs","peak",0.85
"SC","col_Nccs","peak",0.85
"VA","col_Nccs","peak",0.85
"WV","col_Nccs","peak",0.85
"DC","ngcc_N","sum_day",0.87
"DE","ngcc_N","sum_day",0.87
"GA","ngcc_N","sum_day",0.87
"MD","ngcc_N","sum_day",0.87
"NC","ngcc_N","sum_day",0.87
"SC","ngcc_N","sum_day",0.87
"VA","ngcc_N","sum_day",0.87
"WV","ngcc_N","sum_day",0.87
"DC","ngcc_N","sum_mrnevn",0.87
"DE","ngcc_N","sum_mrnevn",0.87
"GA","ngcc_N","sum_mrnevn",0.87
"MD","ngcc_N","sum_mrnevn",0.87
"NC","ngcc_N","sum_mrnevn",0.87
"SC","ngcc_N","sum_mrnevn",0.87
"VA","ngcc_N","sum_mrnevn",0.87
"WV","ngcc_N","sum_mrnevn",0.87
"DC","ngcc_N","sum_night",0.87
"DE","ngcc_N","sum_night",0.87
"GA","ngcc_N","sum_night",0.87
"MD","ngcc_N","sum_night",0.87
"NC","ngcc_N","sum_night",0.87
"SC","ngcc_N","sum_night",0.87
"VA","ngcc_N","sum_night",0.87
"WV","ngcc_N","sum_night",0.87
"DC","ngcc_N","sprfl_day",0.87
"DE","ngcc_N","sprfl_day",0.87
"GA","ngcc_N","sprfl_day",0.87
"MD","ngcc_N","sprfl_day",0.87
"NC","ngcc_N","sprfl_day",0.87
"SC","ngcc_N","sprfl_day",0.87
"VA","ngcc_N","sprfl_day",0.87
"WV","ngcc_N","sprfl_day",0.87
"DC","ngcc_N","sprfl_mrnevn",0.87
"DE","ngcc_N","sprfl_mrnevn",0.87
"GA","ngcc_N","sprfl_mrnevn",0.87
"MD","ngcc_N","sprfl_mrnevn",0.87
"NC","ngcc_N","sprfl_mrnevn",0.87
"SC","ngcc_N","sprfl_mrnevn",0.87
"VA","ngcc_N","sprfl_mrnevn",0.87
"WV","ngcc_N","sprfl_mrnevn",0.87
"DC","ngcc_N","sprfl_night",0.87
"DE","ngcc_N","sprfl_night",0.87
"GA","ngcc_N","sprfl_night",0.87
"MD","ngcc_N","sprfl_night",0.87
"NC","ngcc_N","sprfl_night",0.87
"SC","ngcc_N","sprfl_night",0.87
"VA","ngcc_N","sprfl_night",0.87
"WV","ngcc_N","sprfl_night",0.87
"DC","ngcc_N","wntr_day",0.87
"DE","ngcc_N","wntr_day",0.87
"GA","ngcc_N","wntr_day",0.87
"MD","ngcc_N","wntr_day",0.87
"NC","ngcc_N","wntr_day",0.87
"SC","ngcc_N","wntr_day",0.87
"VA","ngcc_N","wntr_day",0.87
"WV","ngcc_N","wntr_day",0.87
"DC","ngcc_N","wntr_mrnevn",0.87
"DE","ngcc_N","wntr_mrnevn",0.87
"GA","ngcc_N","wntr_mrnevn",0.87
"MD","ngcc_N","wntr_mrnevn",0.87
"NC","ngcc_N","wntr_mrnevn",0.87
"SC","ngcc_N","wntr_mrnevn",0.87
"VA","ngcc_N","wntr_mrnevn",0.87
"WV","ngcc_N","wntr_mrnevn",0.87
"DC","ngcc_N","wntr_night",0.87
"DE","ngcc_N","wntr_night",0.87
"GA","ngcc_N","wntr_night",0.87
"MD","ngcc_N","wntr_night",0.87
"NC","ngcc_N","wntr_night",0.87
"SC","ngcc_N","wntr_night",0.87
"VA","ngcc_N","wntr_night",0.87
"WV","ngcc_N","wntr_night",0.87
"DC","ngcc_N","peak",0.87
"DE","ngcc_N","peak",0.87
"GA","ngcc_N","peak",0.87
"MD","ngcc_N","peak",0.87
"NC","ngcc_N","peak",0.87
"SC","ngcc_N","peak",0.87
"VA","ngcc_N","peak",0.87
"WV","ngcc_N","peak",0.87
"DC","ngcc_Nccs","sum_day",0.87
"DE","ngcc_Nccs","sum_day",0.87
"GA","ngcc_Nccs","sum_day",0.87
"MD","ngcc_Nccs","sum_day",0.87
"NC","ngcc_Nccs","sum_day",0.87
"SC","ngcc_Nccs","sum_day",0.87
"VA","ngcc_Nccs","sum_day",0.87
"WV","ngcc_Nccs","sum_day",0.87
"DC","ngcc_Nccs","sum_mrnevn",0.87
"DE","ngcc_Nccs","sum_mrnevn",0.87
"GA","ngcc_Nccs","sum_mrnevn",0.87
"MD","ngcc_Nccs","sum_mrnevn",0.87
"NC","ngcc_Nccs","sum_mrnevn",0.87
"SC","ngcc_Nccs","sum_mrnevn",0.87
"VA","ngcc_Nccs","sum_mrnevn",0.87
"WV","ngcc_Nccs","sum_mrnevn",0.87
"DC","ngcc_Nccs","sum_night",0.87
"DE","ngcc_Nccs","sum_night",0.87
"GA","ngcc_Nccs","sum_night",0.87
"MD","ngcc_Nccs","sum_night",0.87
"NC","ngcc_Nccs","sum_night",0.87
"SC","ngcc_Nccs","sum_night",0.87
"VA","ngcc_Nccs","sum_night",0.87
"WV","ngcc_Nccs","sum_night",0.87
"DC","ngcc_Nccs","sprfl_day",0.87
"DE","ngcc_Nccs","sprfl_day",0.87
"GA","ngcc_Nccs","sprfl_day",0.87
"MD","ngcc_Nccs","sprfl_day",0.87
"NC","ngcc_Nccs","sprfl_day",0.87
"SC","ngcc_Nccs","sprfl_day",0.87
"VA","ngcc_Nccs","sprfl_day",0.87
"WV","ngcc_Nccs","sprfl_day",0.87
"DC","ngcc_Nccs","sprfl_mrnevn",0.87
"DE","ngcc_Nccs","sprfl_mrnevn",0.87
"GA","ngcc_Nccs","sprfl_mrnevn",0.87
"MD","ngcc_Nccs","sprfl_mrnevn",0.87
"NC","ngcc_Nccs","sprfl_mrnevn",0.87
"SC","ngcc_Nccs","sprfl_mrnevn",0.87
"VA","ngcc_Nccs","sprfl_mrnevn",0.87
"WV","ngcc_Nccs","sprfl_mrnevn",0.87
"DC","ngcc_Nccs","sprfl_night",0.87
"DE","ngcc_Nccs","sprfl_night",0.87
"GA","ngcc_Nccs","sprfl_night",0.87
"MD","ngcc_Nccs","sprfl_night",0.87
"NC","ngcc_Nccs","sprfl_night",0.87
"SC","ngcc_Nccs","sprfl_night",0.87
"VA","ngcc_Nccs","sprfl_night",0.87
"WV","ngcc_Nccs","sprfl_night",0.87
"DC","ngcc_Nccs","wntr_day",0.87
"DE","ngcc_Nccs","wntr_day",0.87
"GA","ngcc_Nccs","wntr_day",0.87
"MD","ngcc_Nccs","wntr_day",0.87
"NC","ngcc_Nccs","wntr_day",0.87
"SC","ngcc_Nccs","wntr_day",0.87
"VA","ngcc_Nccs","wntr_day",0.87
"WV","ngcc_Nccs","wntr_day",0.87
"DC","ngcc_Nccs","wntr_mrnevn",0.87
"DE","ngcc_Nccs","wntr_mrnevn",0.87
"GA","ngcc_Nccs","wntr_mrnevn",0.87
"MD","ngcc_Nccs","wntr_mrnevn",0.87
"NC","ngcc_Nccs","wntr_mrnevn",0.87
"SC","ngcc_Nccs","wntr_mrnevn",0.87
"VA","ngcc_Nccs","wntr_mrnevn",0.87
"WV","ngcc_Nccs","wntr_mrnevn",0.87
"DC","ngcc_Nccs","wntr_night",0.87
"DE","ngcc_Nccs","wntr_night",0.87
"GA","ngcc_Nccs","wntr_night",0.87
"MD","ngcc_Nccs","wntr_night",0.87
"NC","ngcc_Nccs","wntr_night",0.87
"SC","ngcc_Nccs","wntr_night",0.87
"VA","ngcc_Nccs","wntr_night",0.87
"WV","ngcc_Nccs","wntr_night",0.87
"DC","ngcc_Nccs","peak",0.87
"DE","ngcc_Nccs","peak",0.87
"GA","ngcc_Nccs","peak",0.87
"MD","ngcc_Nccs","peak",0.87
"NC","ngcc_Nccs","peak",0.87
"SC","ngcc_Nccs","peak",0.87
"VA","ngcc_Nccs","peak",0.87
"WV","ngcc_Nccs","peak",0.87
"DC","ngtb_N","sum_day",0.92
"DE","ngtb_N","sum_day",0.92
"GA","ngtb_N","sum_day",0.92
"MD","ngtb_N","sum_day",0.92
"NC","ngtb_N","sum_day",0.92
"SC","ngtb_N","sum_day",0.92
"VA","ngtb_N","sum_day",0.92
"WV","ngtb_N","sum_day",0.92
"DC","ngtb_N","sum_mrnevn",0.92
"DE","ngtb_N","sum_mrnevn",0.92
"GA","ngtb_N","sum_mrnevn",0.92
"MD","ngtb_N","sum_mrnevn",0.92
"NC","ngtb_N","sum_mrnevn",0.92
"SC","ngtb_N","sum_mrnevn",0.92
"VA","ngtb_N","sum_mrnevn",0.92
"WV","ngtb_N","sum_mrnevn",0.92
"DC","ngtb_N","sum_night",0.92
"DE","ngtb_N","sum_night",0.92
