"state","plant_type_full","Value"
"VT","col_Nccs",63.21
"CT","ngcc_N",14.62
"MA","ngcc_N",14.62
"ME","ngcc_N",14.62
"NH","ngcc_N",14.62
"RI","ngcc_N",14.62
"VT","ngcc_N",14.62
"CT","ngcc_Nccs",30.25
"MA","ngcc_Nccs",30.25
"ME","ngcc_Nccs",30.25
"NH","ngcc_Nccs",30.25
"RI","ngcc_Nccs",30.25
"VT","ngcc_Nccs",30.25
"CT","ngtb_N",6.7
"MA","ngtb_N",6.7
"ME","ngtb_N",6.7
"NH","ngtb_N",6.7
"RI","ngtb_N",6.7
"VT","ngtb_N",6.7
"CT","nuc_N",88.75
"MA","nuc_N",88.75
"ME","nuc_N",88.75
"NH","nuc_N",88.75
"RI","nuc_N",88.75
"VT","nuc_N",88.75
"CT","bio_N",100.5
"MA","bio_N",100.5
"ME","bio_N",100.5
"NH","bio_N",100.5
"RI","bio_N",100.5
"VT","bio_N",100.5
"CT","lfg_N_hi",373.76
"MA","lfg_N_hi",373.76
"ME","lfg_N_hi",373.76
"NH","lfg_N_hi",373.76
"RI","lfg_N_hi",373.76
"VT","lfg_N_hi",373.76
"CT","lfg_N_lo",373.76
"MA","lfg_N_lo",373.76
"ME","lfg_N_lo",373.76
"NH","lfg_N_lo",373.76
"RI","lfg_N_lo",373.76
"VT","lfg_N_lo",373.76
"CT","lfg_N_vl",373.76
"MA","lfg_N_vl",373.76
"ME","lfg_N_vl",373.76
"NH","lfg_N_vl",373.76
"RI","lfg_N_vl",373.76
"VT","lfg_N_vl",373.76
"CT","fc_N",5.778270638
"MA","fc_N",5.778270638
"ME","fc_N",5.778270638
"NH","fc_N",5.778270638
"RI","fc_N",5.778270638
"VT","fc_N",5.778270638
"CT","slrPV_N",16.7
"MA","slrPV_N",16.7
"ME","slrPV_N",16.7
"NH","slrPV_N",16.7
"RI","slrPV_N",16.7
"VT","slrPV_N",16.7
"CT","slrCSP_N",64
"MA","slrCSP_N",64
"ME","slrCSP_N",64
"NH","slrCSP_N",64
"RI","slrCSP_N",64
"VT","slrCSP_N",64
"CT","wnd_Nonsh_3",28.07
"MA","wnd_Nonsh_3",28.07
"ME","wnd_Nonsh_3",28.07
