"state","unit","status","plant_type","renewable","time","generation","vomcost","variable_cost","capacity","fomcost","fixed_cost","total_cost","wholesale_cost"
"AR","ngtb_X3","existing","ngtb","no",2020,8.4e-05,4.79192363571429,0.0004025215854,0.0136,11.0474590661765,0.1502454433,0.1506479648854,29.34733352
"AR","nuc_X","existing","nuc","yes",2020,13.574947,2.55696031446753,34.71060075,1.845,131.239238482385,242.136395,276.84699575,27.22135707
"AR","oth_X","existing","oth","no",2020,-0.000229,0,0,0.012,0,0,0,29.34733352
"AR","slr_X","existing","slr","yes",2020,0.20793,0,0,0.11,20.6915296036364,2.2760682564,2.2760682564,27.302907534893
"AR","stog_X1","existing","stog","no",2020,0.050722,0,0,0.028,0,0,0,27.22135707
"AZ","bio_X","existing","bio","yes",2020,0.200150996,5.28468674220337,1.057735315,0.0272,136.741037022059,3.719356207,4.777091522,22.75531441
"AZ","col_X2","existing","col","no",2020,24.93889388765,6.17510615470651,154.0003171372,4.0038,81.2289287729157,325.224385021,479.2247021582,22.75531441
"AZ","col_X3","existing","col","no",2020,0.966244500027,3.21690477625502,3.108316547167,0.6773,84.0502362202865,56.927224992,60.035541539167,22.75531441
"AZ","hyd_X","existing","hyd","yes",2020,6.204439,0,0,2.7136,92.2429261237839,250.3104043295,250.3104043295,22.75531441
"AZ","ngcc_X1","existing","ngcc","no",2020,40.5797100901,2.27026686182304,92.12677107994,10.5276,13.1840493505952,138.796397943326,230.923169023266,22.75531441
"AZ","ngtb_X1","existing","ngtb","no",2020,1.3500738,4.79192363602642,6.4694505526,2.3677,11.0474590682941,26.157068836,32.6265193886,22.75531441
"AZ","ngtb_X2","existing","ngtb","no",2020,0.531809281,4.77480617921559,2.539286241083,1.0328,12.279259832378,12.68201955488,15.221305795963,22.75531441
"AZ","ngtb_X3","existing","ngtb","no",2020,0.100427,4.7889624122717,0.48094112817721,0.5539,14.6921928658783,8.13800562841,8.61894675658721,22.75531441
"AZ","nuc_X","existing","nuc","yes",2020,31.920368,2.55696031449262,81.6191142,4.2096,131.239238502471,552.4646984,634.0838126,22.75531441
"AZ","oth_X","existing","oth","no",2020,-0.004442,0,0,0.04,0,0,0,22.75531441
"AZ","slr_X","existing","slr","yes",2020,5.27687309,0,0,2.1561,20.6915296001391,44.61300697086,44.61300697086,22.75531441
"AZ","stog_X1","existing","stog","no",2020,0.061702,0,0,0.1541,0,0,0,22.75531441
"AZ","stog_X2","existing","stog","no",2020,-0.059229,0,0,0.04,0,0,0,22.75531441
